ID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
242703,11,7,15,46,8,15,12,13,36,25,21,24,23,59,45,51,61,40,68,7,43,11,6,36,18,52,12,13,14,67,63,68,66,66
231951,64,59,49,61,53,64,64,53,55,63,88,90,87,57,81,60,80,75,65,58,54,53,59,61,55,59,54,56,54,11,13,11,10,11
239104,54,33,73,61,31,51,26,27,56,56,69,69,67,53,51,42,64,59,67,39,68,66,32,35,41,57,69,69,56,15,6,7,8,11
244736,52,67,49,66,61,70,53,32,58,67,81,80,62,55,89,64,58,63,45,60,25,27,53,64,63,60,25,11,18,14,6,12,7,5
245439,58,35,70,66,37,55,33,29,63,59,66,69,62,62,54,53,74,72,73,40,75,59,45,41,39,56,60,70,65,14,8,15,11,7
247040,66,44,55,61,29,58,34,43,59,51,75,71,60,57,83,42,58,76,44,49,51,58,52,47,47,54,56,69,70,11,12,11,10,5
179903,66,59,60,66,60,65,69,68,63,67,67,65,78,61,69,65,66,82,69,68,66,66,67,63,71,65,73,63,49,7,6,10,11,16
230079,55,60,49,62,65,68,62,38,45,66,91,91,92,60,92,64,78,59,42,59,45,21,60,60,60,64,50,21,14,9,6,13,7,11
229055,59,42,68,67,45,65,63,68,60,60,71,74,67,59,59,58,50,72,76,52,66,65,67,50,55,54,60,63,62,14,12,8,13,10
262335,58,61,54,59,43,65,67,61,53,63,87,85,80,66,74,63,60,64,62,61,38,22,63,61,58,64,19,21,19,12,5,7,10,11
258494,60,58,35,70,50,71,62,52,64,68,71,64,81,51,79,54,63,44,32,64,52,32,62,64,55,68,42,34,37,11,11,14,9,12
253630,19,14,16,29,13,17,15,18,21,23,38,35,52,57,42,47,53,31,64,17,39,14,10,39,17,36,11,19,13,64,67,63,68,66
184254,11,11,10,20,8,9,10,9,22,21,33,36,37,58,40,49,58,26,54,10,17,15,17,37,19,44,15,7,8,67,65,65,63,68
237826,57,58,58,69,48,65,59,41,66,67,77,74,65,61,75,66,60,76,61,61,72,66,58,62,45,59,61,68,57,6,9,14,14,14
235266,10,11,11,29,9,13,15,14,25,17,25,23,26,49,23,50,40,19,63,8,26,11,6,24,13,22,16,10,13,69,65,67,65,68
225026,40,31,58,60,34,54,51,31,55,62,66,72,70,68,61,42,82,72,74,36,73,69,36,44,36,57,67,61,59,10,9,11,7,14
202754,63,36,50,61,56,56,48,49,58,61,74,73,70,63,70,64,77,82,65,52,65,61,41,61,62,63,61,63,62,13,10,13,8,11
196353,64,43,46,61,47,60,68,70,62,61,67,65,69,63,70,57,87,80,62,47,64,56,57,60,54,66,62,64,63,8,12,10,7,11
248833,64,64,38,64,54,69,64,35,45,68,76,73,78,65,75,53,59,66,44,53,39,17,62,58,52,54,16,39,36,9,7,8,7,6
245249,51,52,47,71,55,66,52,51,65,70,78,68,73,66,65,56,71,74,63,46,64,57,64,68,59,67,58,54,58,8,14,6,9,12
165889,62,65,65,68,71,64,77,75,61,72,53,58,71,61,69,69,79,39,64,64,55,32,71,72,80,68,31,36,40,8,12,7,12,6
201078,64,45,64,60,12,64,58,57,56,63,69,68,73,62,61,52,80,76,73,55,72,59,53,35,44,59,61,65,63,15,11,15,15,12
203637,60,65,35,65,45,70,49,33,61,73,78,72,75,57,83,50,53,55,61,55,50,38,57,54,33,60,39,22,19,13,8,10,10,12
246727,61,52,62,60,44,70,52,43,52,65,84,91,48,57,62,51,63,64,68,35,50,54,65,62,55,57,21,31,29,8,12,10,10,12
211619,46,22,71,55,23,48,25,29,49,52,64,66,58,61,57,56,74,62,78,24,69,60,32,46,35,73,67,70,62,6,16,14,15,7
187042,61,59,70,67,64,60,59,61,65,62,61,66,67,73,65,78,75,83,76,66,73,66,68,65,57,66,63,66,64,8,7,9,14,16
213922,43,33,60,57,40,42,38,37,54,56,54,53,53,61,50,65,73,86,85,30,93,59,38,45,51,59,62,62,63,12,10,8,9,9
203426,59,59,54,66,63,64,46,48,62,65,66,63,84,66,86,66,84,85,67,62,70,64,62,66,46,67,56,63,60,13,13,11,14,6
262562,26,22,57,62,21,21,23,28,23,66,55,68,45,73,57,37,72,61,73,24,59,65,23,25,33,59,61,71,70,6,9,8,10,6
258465,65,51,41,62,36,66,54,51,57,66,77,75,77,63,84,54,75,82,55,49,69,60,62,61,48,63,56,62,65,11,9,6,15,12
182689,53,50,60,67,48,64,54,49,67,66,42,46,72,60,78,66,70,84,71,53,77,65,63,65,67,68,63,65,65,15,8,8,9,7
167841,64,64,57,62,65,65,67,72,65,66,70,73,81,65,80,73,81,50,66,67,82,41,65,65,75,63,44,35,27,11,16,13,15,8
230561,61,59,61,61,57,66,58,43,59,61,68,86,52,58,47,84,67,75,89,67,75,48,59,56,42,55,41,50,41,11,11,10,9,5
221857,58,53,55,67,73,63,59,53,64,64,73,72,82,73,77,65,61,76,55,57,68,66,65,62,54,62,70,64,67,7,11,7,11,14
214177,44,57,58,62,31,55,55,46,68,65,65,59,68,59,71,49,71,72,78,52,62,64,59,62,59,60,69,67,63,16,7,7,13,8
211617,66,63,55,67,35,66,41,57,62,65,64,70,52,67,62,63,62,79,65,62,57,61,70,63,45,55,60,65,55,13,15,7,7,14
209569,67,64,57,69,53,68,51,59,67,67,67,56,73,63,75,62,74,66,66,63,57,56,66,67,49,60,54,57,52,7,15,15,16,8
228768,58,62,54,62,57,73,64,33,49,70,76,71,72,64,71,67,65,55,63,57,56,24,65,64,55,68,25,23,22,8,16,15,15,11
216736,55,52,68,61,61,67,68,67,62,65,71,74,80,65,74,73,75,89,80,68,68,60,51,63,65,65,66,62,65,8,9,13,8,12
246687,67,66,52,63,61,68,51,70,63,63,69,65,71,71,54,69,43,64,32,68,54,36,61,62,67,56,42,52,42,13,6,8,5,14
209315,63,42,50,59,35,59,60,54,51,60,73,73,80,59,71,49,90,85,67,47,67,61,49,54,35,56,62,62,61,10,15,13,6,15
225955,32,67,79,57,56,65,53,34,52,67,50,52,60,57,37,69,57,59,86,64,48,22,67,56,56,63,23,25,23,11,7,12,10,6
228255,22,17,23,28,17,20,19,14,19,28,34,32,24,58,37,48,32,28,26,15,19,26,19,25,22,46,9,11,15,67,62,64,66,67
232611,56,45,48,67,25,56,32,34,65,60,70,88,78,61,75,49,81,87,60,40,67,62,50,42,36,49,55,62,60,15,11,6,12,12
221620,55,53,57,67,54,63,56,33,59,67,73,78,76,67,62,60,73,81,66,53,65,64,60,60,40,63,63,64,62,15,13,16,13,11
237747,63,66,52,68,57,69,63,61,64,71,62,69,69,63,64,62,62,81,70,63,60,57,61,62,58,64,51,59,54,10,13,7,8,10
235955,59,55,39,66,40,73,65,52,60,70,73,77,82,62,92,56,56,42,32,52,47,26,57,64,53,62,28,29,33,7,10,9,14,13
232627,58,70,67,54,67,60,50,45,48,63,69,70,68,65,69,65,72,74,64,62,38,32,73,48,67,68,23,21,20,15,5,6,14,9
225715,64,64,59,64,50,66,69,62,63,67,69,79,84,49,81,65,75,81,57,66,43,32,62,63,59,63,43,33,31,8,8,13,13,10
222643,28,29,74,51,30,29,29,33,43,50,34,36,51,62,32,47,78,69,80,28,54,67,26,32,45,60,67,67,67,8,6,15,8,7
204979,62,48,53,58,45,63,62,62,56,58,82,84,81,55,77,53,72,92,60,50,58,59,56,59,49,62,59,60,59,10,10,10,11,12
259249,56,58,33,70,61,67,61,52,65,64,78,73,79,61,75,64,52,70,46,61,61,40,63,62,41,60,50,44,38,14,5,11,9,11
253617,45,50,48,72,17,65,48,49,70,61,67,61,62,60,68,59,72,81,60,63,68,60,65,65,55,72,51,63,51,12,9,9,8,7
228017,53,67,65,65,61,61,65,41,54,62,65,69,64,60,66,76,78,70,76,70,63,23,64,60,48,60,20,32,28,14,12,6,12,9
220593,16,17,20,28,15,15,12,18,16,19,43,44,38,59,50,45,53,24,67,19,16,23,13,21,21,33,11,19,16,67,64,60,64,69
244912,14,5,12,18,5,14,11,12,22,10,37,30,59,59,68,43,75,25,51,9,16,10,8,34,15,24,11,14,14,68,64,57,67,67
223908,61,44,47,66,37,64,51,40,60,66,70,70,69,58,69,52,74,83,62,41,54,59,55,49,31,56,67,63,61,9,10,11,7,10
170915,63,50,58,70,52,58,71,70,71,66,44,48,66,65,67,60,73,70,74,62,72,67,57,67,56,63,63,70,60,12,12,13,14,12
234147,50,67,67,69,52,71,47,42,41,69,68,69,65,66,69,58,49,67,66,50,39,17,68,67,60,66,26,24,29,13,10,14,6,7
233887,45,44,63,70,30,58,46,55,61,69,50,59,56,58,53,65,64,70,65,58,60,58,52,67,38,72,66,67,62,12,8,6,11,7
213407,18,16,16,27,16,16,16,17,24,22,38,40,37,59,33,48,58,33,61,16,25,15,12,39,22,40,11,11,14,67,66,64,66,66
253364,65,62,48,63,42,70,58,57,52,62,79,81,77,52,75,56,78,52,75,64,44,25,65,58,49,55,30,35,33,6,7,14,12,15
232603,28,20,57,64,23,38,29,23,59,64,60,66,32,63,60,35,79,69,74,15,64,65,29,30,32,59,68,67,61,13,6,8,12,6
219803,62,49,62,62,30,62,60,37,60,60,69,69,67,66,64,63,65,71,85,52,71,65,62,61,49,64,66,61,63,15,9,8,9,9
198811,57,46,62,67,47,56,58,58,67,64,55,53,65,65,64,60,59,75,69,52,58,67,57,64,41,68,64,63,56,12,16,8,14,10
262299,41,39,63,59,34,56,48,36,52,60,71,70,65,61,57,62,78,63,71,40,71,63,37,40,45,56,65,66,67,7,7,10,10,6
255386,57,58,51,74,52,69,62,46,65,68,71,73,78,66,70,63,61,67,49,58,73,58,64,65,47,70,52,60,57,13,12,8,9,10
242330,36,71,71,45,68,62,41,41,41,65,63,67,60,65,58,67,65,40,69,62,34,11,65,48,72,46,38,14,22,15,13,9,11,13
241562,24,16,68,67,26,59,23,24,59,59,66,63,61,58,68,35,74,80,71,23,62,65,64,49,30,52,65,70,67,10,10,10,12,14
240026,52,63,55,67,53,68,63,56,62,67,73,72,75,58,76,69,61,64,60,63,58,50,62,66,59,64,38,47,47,8,12,13,11,12
239770,64,38,61,60,45,60,54,36,51,64,54,64,45,64,56,55,67,65,76,40,69,65,51,55,45,54,65,66,64,14,8,13,13,9
237210,67,63,58,69,58,68,71,73,65,69,64,61,70,63,66,69,62,81,60,65,60,61,62,63,71,63,56,61,56,5,13,12,12,11
229530,11,12,17,22,12,10,13,19,20,22,44,48,33,62,48,46,55,32,73,11,21,19,11,22,22,25,14,10,12,64,67,61,64,67
228762,62,40,58,63,43,65,52,49,60,65,73,74,71,65,71,60,71,70,64,46,69,63,56,50,41,65,64,62,60,14,11,13,12,9
201114,61,61,56,63,55,66,66,59,59,66,81,83,80,63,77,64,73,70,63,62,43,29,58,58,58,62,34,17,15,14,13,13,14,11
193177,61,44,55,63,48,60,62,34,61,61,71,72,76,66,74,58,75,78,77,49,62,64,60,59,51,63,61,62,60,11,15,6,11,12
237721,54,35,53,67,38,59,37,39,61,66,77,60,63,64,72,57,68,74,65,47,69,60,53,59,40,52,64,67,60,6,13,15,9,12
230809,65,38,58,62,33,61,41,33,58,62,72,70,71,63,72,60,81,81,71,52,66,61,55,58,39,62,59,61,60,6,6,11,15,8
221595,31,72,71,60,65,51,55,61,41,61,55,52,54,65,65,72,67,53,72,70,32,12,72,50,71,60,31,15,19,12,14,7,8,6
235419,61,63,55,63,58,71,71,70,53,68,82,76,91,63,90,66,60,74,51,63,50,25,65,54,53,61,35,32,30,15,13,14,9,13
188062,63,58,54,59,51,55,58,60,57,60,75,71,60,58,62,66,60,84,68,62,67,60,66,66,49,61,62,61,62,12,6,8,9,8
250779,40,36,62,64,33,60,29,26,60,64,52,62,40,60,31,59,52,68,86,38,70,64,45,55,36,62,65,66,62,5,9,6,14,11
242334,62,42,52,60,38,60,46,40,57,61,76,81,72,61,72,58,71,70,69,34,64,60,51,53,36,54,60,64,62,9,7,10,8,7
241566,66,35,63,72,35,70,57,33,55,64,69,69,69,65,67,49,73,68,67,43,79,58,61,62,47,64,58,64,63,9,14,8,10,6
230046,48,63,62,63,58,70,56,36,55,72,78,74,83,64,76,65,62,67,49,58,32,19,70,60,55,54,33,20,24,9,10,11,13,14
227998,44,65,71,59,52,67,39,39,24,66,72,77,67,64,61,66,89,76,78,53,62,19,62,52,61,61,40,39,34,15,10,8,10,11
223134,63,40,60,61,54,64,65,61,60,63,68,64,71,64,77,70,67,74,68,60,64,63,62,44,62,58,65,66,62,8,11,13,7,9
221854,64,60,64,63,52,64,55,56,54,64,81,80,81,63,53,57,59,71,67,58,59,55,65,59,54,64,49,56,51,14,13,9,7,9
217758,57,66,62,60,58,63,45,25,55,64,76,75,73,65,64,67,72,71,71,60,75,30,66,62,67,65,36,28,27,12,10,7,8,14
178589,63,51,55,60,21,59,70,66,57,60,69,60,68,56,68,65,82,89,74,49,75,64,64,58,42,63,61,65,64,15,8,11,11,9
238749,34,28,64,34,31,44,35,28,27,56,40,33,47,63,66,39,69,52,91,23,70,66,38,39,39,62,65,70,66,5,13,8,7,8
224925,53,47,39,76,51,68,51,61,71,73,65,61,80,62,81,56,46,57,40,45,31,52,52,72,50,68,53,45,35,11,11,9,11,13
221853,56,65,55,59,48,61,45,38,60,56,82,83,88,58,68,52,84,71,62,53,64,64,58,62,31,60,63,64,61,7,7,7,11,16
190620,65,30,58,62,40,62,64,70,61,61,70,69,65,60,59,64,51,80,66,61,52,60,59,59,49,58,62,62,62,10,8,10,6,6
251036,13,8,14,25,8,6,14,12,25,14,29,30,37,64,37,47,55,33,48,7,22,14,4,44,15,23,12,13,13,67,62,62,66,68
243612,56,39,60,55,35,56,38,32,49,58,71,77,66,60,53,45,68,65,78,38,64,67,51,48,32,53,67,67,65,7,9,6,10,7
222620,64,60,53,58,62,68,57,53,54,64,77,84,61,65,88,62,85,62,66,56,67,48,64,55,50,60,31,52,45,7,16,10,6,10
247476,55,58,52,67,36,65,30,38,64,65,65,65,62,65,62,69,73,75,66,70,58,65,58,52,36,61,66,68,64,14,6,7,9,7
259252,33,70,75,60,70,62,35,42,32,60,51,51,58,65,47,65,64,60,80,55,33,20,70,50,65,55,20,12,11,10,6,9,6,6
200309,63,45,52,60,39,63,57,43,55,60,85,90,73,56,61,49,60,67,74,43,69,61,59,59,51,62,62,63,62,8,13,12,9,12
246385,51,59,46,64,61,71,64,38,49,69,77,78,73,63,51,73,35,76,74,66,61,47,60,64,38,65,41,43,36,14,6,9,14,7
224881,62,67,40,64,64,66,63,55,49,69,72,73,83,58,72,57,43,66,41,62,37,16,62,58,59,64,31,14,17,15,8,9,10,11
217201,42,68,69,55,63,68,55,60,40,68,45,41,64,68,56,72,85,61,76,66,75,31,72,62,70,66,25,21,26,8,11,16,9,10
211825,68,52,39,65,40,65,74,66,64,64,79,73,85,60,86,60,62,82,57,42,57,59,58,62,63,60,58,60,58,8,16,14,11,14
205681,31,70,66,52,61,59,38,38,42,63,72,74,68,53,71,70,75,78,84,58,52,28,66,42,67,62,22,27,24,8,8,9,10,12
259184,59,61,43,68,54,71,71,70,62,69,75,73,76,62,71,67,59,60,52,63,73,49,60,63,56,65,41,45,43,10,11,8,12,13
192624,68,57,60,60,57,64,70,61,59,64,74,75,79,62,77,55,68,68,64,52,60,59,58,63,53,52,62,63,63,7,6,7,9,9
243312,60,54,56,72,47,63,56,58,71,67,63,69,62,62,67,61,65,70,59,57,49,56,63,65,58,62,55,62,58,7,12,7,13,10
236400,68,26,44,59,38,65,44,31,41,66,76,75,58,64,71,39,61,58,39,31,60,68,56,37,41,47,64,67,56,11,12,11,9,6
209264,54,65,51,63,68,68,63,70,42,68,79,71,84,67,85,70,87,79,57,57,49,21,62,60,58,58,30,12,15,16,10,14,12,7
179646,65,30,58,65,45,57,62,55,60,63,59,64,65,66,68,56,83,64,76,58,71,63,42,41,44,61,66,67,64,7,11,14,9,16
244158,59,56,45,64,54,67,55,45,55,62,89,87,83,58,78,71,74,77,67,61,45,20,61,58,63,56,40,27,32,13,7,10,13,6
235966,35,21,68,57,35,35,29,27,45,55,60,62,55,64,57,43,74,66,80,21,68,63,34,32,39,47,58,69,62,7,8,8,9,11
232382,64,65,49,64,52,64,73,66,59,62,82,74,76,60,81,70,40,74,52,61,51,26,63,58,67,59,43,26,24,10,13,12,9,9
210366,15,17,15,26,15,14,17,13,32,20,38,39,47,64,40,50,65,40,68,11,27,17,5,27,14,37,16,12,16,68,59,66,62,70
203966,60,25,62,61,31,60,57,49,58,61,62,68,58,66,60,67,76,72,83,56,75,65,49,54,52,65,59,65,67,11,15,11,6,6
229745,58,58,51,62,52,77,56,38,57,73,86,82,89,56,77,64,56,64,73,50,49,26,57,59,56,57,17,31,25,10,14,9,12,9
187761,56,68,65,62,67,62,62,57,49,65,65,60,65,67,72,67,79,84,69,64,53,23,68,57,67,63,39,12,15,14,12,16,15,14
258493,50,49,61,67,39,61,37,41,68,63,63,63,56,61,59,51,59,55,69,51,65,65,52,67,50,61,65,65,64,12,11,8,9,11
260209,55,58,39,70,55,65,67,59,63,70,66,67,59,65,70,65,58,72,72,66,55,70,56,66,66,59,71,65,58,9,14,13,12,12
263029,52,45,70,70,39,55,42,39,65,58,63,61,61,64,58,59,70,64,66,42,66,67,44,55,49,50,66,66,67,5,9,10,5,9
244340,11,7,11,19,6,12,12,10,18,12,48,46,44,62,35,46,62,16,62,5,17,11,6,35,17,50,8,14,13,68,62,61,63,69
233588,40,24,65,62,32,39,36,46,60,58,57,54,52,59,51,58,76,59,70,26,71,67,38,46,41,61,68,67,66,8,14,14,15,6
231540,32,26,68,61,32,53,31,28,55,53,62,59,58,61,52,36,78,65,80,31,71,60,31,38,38,62,67,64,62,15,13,11,11,10
211828,32,41,66,64,26,43,28,25,63,56,50,68,46,60,40,53,70,64,83,38,64,63,30,35,42,50,64,67,64,10,12,6,7,14
210804,52,25,65,54,38,42,33,26,38,47,53,36,62,62,63,69,92,80,81,31,82,64,38,41,34,53,64,64,67,14,6,10,16,10
261491,28,18,64,65,22,56,20,28,65,60,60,59,61,56,53,63,69,64,76,61,72,63,53,64,31,62,65,67,63,5,10,12,12,11
254835,49,35,66,67,33,55,40,40,65,63,55,62,54,62,60,57,62,69,72,37,64,67,44,55,42,59,67,63,63,8,13,9,13,6
247667,56,30,61,62,33,54,53,30,46,58,77,75,75,65,68,55,75,77,76,40,62,64,53,41,34,57,63,64,62,15,12,8,12,10
239219,64,58,56,72,39,69,48,46,61,71,77,74,78,62,82,61,69,70,53,47,53,56,57,64,56,60,57,67,64,14,15,11,6,10
226675,18,16,17,28,19,12,20,12,21,13,24,23,25,58,38,44,66,21,53,17,16,11,15,22,24,30,18,15,15,66,64,59,64,71
225395,16,12,17,28,15,17,16,19,27,19,41,49,36,65,45,49,57,41,64,14,25,20,15,30,24,33,13,17,15,65,64,65,67,66
198003,58,70,57,56,59,71,68,62,48,70,73,75,68,67,69,66,70,40,68,60,57,22,59,56,57,62,34,30,32,8,9,11,6,11
236914,45,35,66,67,23,29,35,48,59,62,53,49,57,60,54,48,70,58,72,64,62,63,13,28,42,55,65,70,65,7,12,5,8,5
220786,61,60,54,62,48,68,54,33,48,65,86,88,81,59,74,63,60,66,63,60,37,20,61,58,55,65,26,17,13,12,9,11,11,7
259773,70,23,43,61,29,45,27,28,58,55,73,73,65,65,70,29,58,75,49,20,48,70,48,35,38,46,67,61,55,12,5,14,10,11
253629,16,14,15,21,13,13,14,14,20,19,41,38,39,60,47,45,59,30,59,13,23,13,11,35,18,47,14,15,14,66,69,60,64,65
199861,61,61,58,68,62,66,54,52,61,68,79,71,82,65,82,68,67,68,33,57,61,59,62,68,59,68,49,53,58,16,8,13,9,10
243641,62,61,56,63,63,72,66,64,60,69,73,75,68,60,64,64,72,61,63,66,47,35,63,63,61,64,33,24,31,11,7,8,13,9
215993,55,40,59,67,34,61,40,45,70,67,59,61,66,72,65,48,75,90,73,57,75,66,58,59,39,58,64,70,67,15,10,10,15,7
201401,60,40,57,61,27,64,51,45,59,66,69,71,72,63,69,70,75,66,68,71,68,66,22,37,48,58,64,63,64,15,7,12,10,14
263609,66,65,38,66,49,67,51,39,60,67,81,73,66,55,61,65,42,56,59,60,34,28,57,63,54,57,32,28,28,5,14,11,9,10
260024,68,27,42,55,27,72,46,31,37,65,75,77,65,55,63,25,61,72,63,29,48,65,41,37,38,47,62,68,61,8,10,8,8,8
252088,50,52,68,66,48,61,54,52,65,64,61,61,59,64,53,56,66,65,77,49,72,61,55,63,56,57,62,63,63,10,11,8,10,8
239800,63,32,46,64,30,60,31,28,44,61,75,69,68,64,78,38,62,62,58,29,55,64,44,41,33,50,63,65,63,15,10,12,9,12
253879,62,48,61,61,31,69,46,55,65,61,68,65,61,65,66,45,71,76,66,60,61,62,58,62,66,55,63,63,62,13,11,15,12,6
230070,53,36,45,71,28,57,48,53,65,58,63,64,68,62,71,59,71,70,61,44,74,62,41,52,41,49,58,70,65,5,5,9,7,7
209334,65,44,61,61,44,59,43,56,61,65,67,62,59,59,65,61,66,74,64,54,62,62,64,60,58,60,66,66,62,8,6,9,6,14
202422,61,52,62,66,45,62,61,42,65,64,69,63,81,63,83,60,79,82,58,56,69,65,55,63,51,69,63,65,63,8,8,8,13,13
260021,14,5,12,17,6,6,13,13,24,15,32,31,32,62,41,49,57,20,35,5,20,9,6,35,12,37,8,12,13,65,64,65,63,68
251829,46,29,64,65,32,52,31,34,63,62,69,71,65,57,59,47,70,63,70,28,58,65,34,47,42,60,65,68,71,12,13,12,6,13
232117,66,31,53,63,37,65,44,39,55,63,75,78,66,56,65,34,80,68,72,32,69,57,57,52,47,54,51,66,64,6,11,5,12,9
231093,49,17,66,63,27,30,28,28,48,65,59,65,49,59,56,35,70,64,70,22,72,63,27,31,36,61,65,70,62,14,9,10,8,14
223925,13,14,21,23,13,15,16,15,21,23,40,42,26,60,31,46,57,45,65,13,27,13,9,18,26,26,12,16,13,68,65,61,64,67
224953,14,15,12,24,12,12,17,15,25,17,55,49,35,63,45,50,51,42,73,17,27,19,13,49,24,51,17,17,21,66,67,66,63,67
246457,59,63,55,62,43,73,57,55,38,73,83,82,75,60,72,64,64,64,63,63,50,40,58,43,60,60,11,35,35,15,7,10,7,8
250813,25,23,67,61,23,31,31,23,58,51,54,59,67,65,65,42,72,71,71,28,69,63,48,49,41,66,64,70,68,13,13,5,9,8
235194,39,69,63,57,66,65,60,39,41,69,73,80,64,57,67,65,58,65,71,58,35,21,62,58,70,52,18,16,21,6,9,8,11,10
235197,62,56,39,61,53,69,65,62,50,70,83,79,79,60,87,65,63,73,38,62,39,34,61,60,44,60,33,25,24,8,14,12,7,12
234941,62,45,54,57,31,64,54,50,53,60,78,82,70,58,66,53,66,75,69,43,55,58,56,52,44,58,60,62,63,13,14,12,10,8
232636,61,28,56,61,30,57,36,34,53,62,70,76,59,62,73,37,76,69,56,30,56,62,56,56,33,53,61,63,65,9,11,13,11,8
232380,60,65,60,67,59,68,68,57,61,62,74,67,69,61,78,71,79,93,61,67,54,36,67,69,71,50,34,45,23,8,15,11,12,6
213692,71,64,45,67,56,66,74,75,61,67,70,65,80,60,79,64,58,52,45,65,36,25,65,69,56,64,34,44,42,10,6,14,7,7
210108,57,65,59,67,63,67,62,61,58,66,72,72,68,63,70,65,69,66,63,63,55,37,63,65,60,61,35,44,40,14,8,15,14,9
204220,68,59,53,65,68,62,72,57,71,65,58,51,76,63,75,72,46,81,62,71,73,56,66,69,49,64,60,59,57,10,13,15,11,13
193211,51,41,50,61,48,62,59,58,56,62,68,67,76,58,78,64,68,74,59,55,85,68,49,48,48,55,66,68,72,7,15,8,10,6
189115,63,44,48,62,36,55,29,19,55,60,71,70,68,53,64,66,63,76,67,53,61,66,57,45,51,63,56,67,66,11,15,9,7,8
246203,55,67,66,57,60,64,60,29,49,65,70,75,70,66,67,69,70,66,75,56,60,17,64,50,63,60,26,18,25,7,12,7,11,10
178363,11,12,15,34,13,10,11,10,33,17,53,56,38,68,38,47,55,27,70,11,29,20,11,26,15,57,18,13,12,62,63,63,65,70
238779,29,21,71,56,35,40,25,27,51,52,44,53,49,62,39,41,33,56,91,17,69,63,23,37,35,59,66,68,64,12,8,12,9,10
258746,63,69,52,58,65,72,53,46,44,66,76,72,73,60,68,73,49,74,70,61,52,17,61,57,61,61,27,29,32,15,6,6,8,10
243386,59,61,68,65,44,70,26,25,60,72,71,70,68,66,68,66,72,72,66,57,56,17,70,54,56,57,31,16,15,13,5,11,13,6
237498,65,58,41,69,56,71,50,41,60,62,66,71,83,63,87,68,53,64,52,53,29,20,64,60,63,60,15,32,30,6,10,10,9,12
197831,67,51,60,63,44,66,66,40,53,66,69,63,66,60,66,51,58,70,63,45,63,60,60,55,44,58,57,62,64,14,8,10,13,11
251335,60,23,64,60,24,60,49,32,51,60,70,72,68,59,50,59,77,77,85,38,59,59,48,47,41,54,59,65,64,6,8,12,13,6
223263,58,31,58,54,25,62,29,32,41,60,74,77,73,60,53,41,78,81,79,24,76,63,46,39,42,56,65,65,64,6,11,15,10,9
227878,63,51,51,65,42,62,64,59,64,64,69,67,71,62,74,58,61,90,61,53,53,64,57,63,46,60,63,63,62,11,11,9,6,7
203558,66,55,46,59,47,66,68,69,52,63,66,70,71,65,72,64,67,75,66,59,55,66,63,56,47,66,61,66,62,10,13,11,10,11
250917,57,28,56,65,32,64,35,35,41,61,74,76,66,56,66,57,81,72,74,50,60,65,53,41,40,56,60,62,63,8,13,12,13,11
248869,65,65,40,70,39,70,48,44,61,61,75,76,70,51,64,60,56,70,51,50,48,50,60,60,48,54,40,40,49,11,8,8,9,13
246309,64,56,57,70,65,67,72,51,68,70,64,64,67,61,72,73,73,55,55,65,61,62,65,70,62,68,59,60,59,7,15,7,15,11
246053,46,68,55,67,58,69,53,43,57,70,73,72,71,63,73,68,53,63,71,62,54,19,64,57,63,63,30,23,18,6,13,6,10,12
239397,53,60,42,59,52,71,45,37,50,62,93,92,88,61,90,62,83,72,58,50,69,33,61,58,54,60,31,39,31,8,10,14,8,10
220197,49,48,57,61,38,58,50,39,62,63,64,63,65,60,67,68,72,65,74,44,71,58,48,60,45,51,71,67,70,10,9,8,13,7
228388,61,57,59,61,63,68,56,64,49,68,77,82,75,61,74,73,64,70,80,60,54,49,63,66,64,61,34,51,48,13,12,11,7,12
262436,61,70,61,62,72,68,68,50,54,65,72,70,65,60,69,74,45,61,58,69,34,26,63,65,68,62,28,25,29,13,11,11,13,5
255779,59,52,54,57,45,57,50,31,56,58,84,74,82,62,75,52,34,83,57,33,65,62,47,52,49,51,55,61,61,9,7,6,14,14
173859,57,66,60,61,65,66,63,58,41,68,73,69,77,67,76,67,56,75,53,66,72,35,69,56,68,62,43,28,28,8,14,13,8,14
208675,33,66,63,68,60,67,65,45,65,65,70,73,68,63,72,68,73,83,73,64,62,40,66,60,70,69,38,47,40,12,13,11,14,9
189730,35,34,56,67,31,55,47,52,67,65,49,53,49,65,61,73,79,90,91,66,70,68,59,65,53,63,60,69,64,15,5,7,15,7
179746,59,63,74,56,70,56,61,46,52,65,41,49,47,64,52,80,77,58,84,65,76,42,71,58,79,64,42,38,29,13,14,9,9,7
235554,57,61,63,65,59,69,52,55,54,66,80,82,81,58,71,73,58,57,63,60,47,34,63,64,73,64,30,46,39,8,8,7,12,14
205862,64,44,63,67,54,60,55,66,60,64,55,69,65,60,61,59,70,79,70,52,68,61,57,59,65,54,63,68,64,10,10,12,10,13
235558,56,46,65,66,37,56,46,43,60,70,58,64,68,57,77,50,76,66,65,45,65,64,46,58,50,56,66,66,66,9,10,9,13,7
