ID,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall,Potential
234358,82,52,58,66,51,59,65,69
191861,55,65,52,57,37,76,65,65
241269,86,52,59,62,57,69,65,71
255860,76,65,54,66,19,54,65,77
245364,69,64,61,70,28,55,65,74
243572,62,29,46,56,66,55,65,72
240500,65,29,53,55,64,75,65,71
232308,77,62,58,67,38,69,65,65
221812,76,40,56,62,59,69,65,65
263028,79,31,53,61,62,72,65,82
256883,81,56,58,71,33,52,65,80
247411,64,61,65,67,16,62,65,79
238963,54,28,37,39,64,73,65,71
227443,33,60,66,63,62,63,65,65
224115,70,55,58,60,62,70,65,66
254583,66,31,54,58,65,64,65,72
259704,55,67,51,69,19,59,65,65
234784,66,54,59,63,61,66,65,66
208505,73,63,56,61,43,80,65,65
221358,57,48,56,62,64,71,65,71
236923,72,50,56,61,61,61,65,72
236667,68,57,60,69,30,51,65,66
221819,70,52,63,64,64,67,65,65
211067,65,34,38,48,67,71,65,68
198011,53,66,46,59,37,79,65,65
262267,76,60,63,66,24,53,65,73
251770,82,58,56,68,35,63,65,79
170362,63,56,66,64,59,60,65,65
229498,72,49,55,61,61,66,65,72
213626,64,66,62,67,45,65,65,65
210042,69,66,62,63,59,74,65,65
206202,74,61,64,66,62,76,65,65
263290,69,41,54,61,62,59,65,72
263034,82,35,51,56,67,62,65,70
178297,69,49,59,63,62,76,65,65
229753,63,57,61,64,62,73,65,73
227961,81,31,55,64,57,64,65,69
224633,71,32,53,52,65,72,65,67
205939,74,54,64,64,59,69,65,66
251762,73,66,58,67,30,43,65,74
248434,72,64,59,64,25,69,65,67
238450,46,36,38,39,65,82,65,67
248099,67,63,67,67,50,64,65,65
246563,69,24,46,48,64,74,65,73
237347,80,37,56,63,60,65,65,71
160035,63,48,61,57,63,64,65,65
203043,89,59,56,65,31,65,65,65
242722,57,25,39,39,66,71,65,72
229154,73,62,55,65,31,61,65,65
214818,59,65,49,60,29,78,65,65
256545,67,60,63,63,58,66,65,66
248097,75,45,58,60,60,71,65,65
231713,72,52,65,70,41,49,65,70
229409,64,46,62,63,63,53,65,65
221985,43,18,39,37,66,75,65,66
213281,54,50,60,67,62,69,65,65
212513,79,61,61,67,21,62,65,68
203809,69,37,46,50,63,81,65,65
261152,64,62,60,69,27,66,65,65
253472,80,35,58,66,59,64,65,78
252192,64,31,46,59,64,62,65,80
193059,37,58,62,60,63,69,65,65
219684,86,61,57,67,48,62,65,65
160292,33,60,64,60,65,65,65,65
224624,74,35,57,61,63,61,65,65
218738,81,63,60,65,41,60,65,65
212338,63,54,57,65,62,75,65,65
257649,79,27,40,38,65,72,65,76
253809,53,29,34,44,64,73,65,72
237169,91,47,59,64,55,67,65,68
235633,65,65,61,66,44,67,65,77
262513,65,65,47,64,27,52,65,84
242800,73,43,52,63,60,68,65,75
252527,67,32,48,49,66,70,65,80
252964,70,32,57,61,60,56,65,77
241007,68,35,54,62,62,68,65,74
230511,90,64,52,72,23,52,65,65
223855,66,60,64,66,59,72,65,65
263791,56,66,54,64,22,61,65,75
255854,54,22,44,40,65,65,65,81
255781,75,44,50,61,61,55,65,76
232741,68,60,62,69,36,52,65,65
255524,49,26,47,42,65,67,65,74
157734,65,63,58,64,59,65,65,65
223014,54,61,64,64,55,69,65,66
219661,68,45,60,62,65,68,65,68
257303,58,34,48,55,64,76,65,73
237592,70,47,59,61,59,69,65,66
247320,78,58,55,66,43,64,65,72
253464,62,44,56,65,61,67,65,71
192792,66,61,67,65,34,65,65,65
254719,58,31,47,57,67,65,65,72
228863,72,56,63,68,37,60,65,69
257621,72,49,59,62,57,58,65,69
236629,77,51,58,62,59,67,65,70
240212,66,64,64,66,42,66,65,68
235860,71,56,60,68,38,61,65,75
234836,65,61,63,66,51,61,65,70
199508,52,46,54,55,62,73,65,65
198740,43,58,67,68,63,64,65,65
197716,73,66,59,66,41,78,65,65
196948,62,62,65,68,58,68,65,65
248147,72,61,62,66,35,64,65,77
236627,69,52,63,69,63,44,65,73
235347,71,52,60,62,62,62,65,72
233043,57,42,60,51,61,78,65,65
220184,73,64,59,66,23,57,65,66
252183,72,29,54,59,62,62,65,74
246547,68,37,43,54,66,65,65,73
243735,63,63,62,66,32,67,65,70
254739,74,58,62,64,23,50,65,66
221972,43,40,51,56,64,80,65,66
230676,60,42,51,54,65,70,65,72
165908,65,58,64,60,64,67,65,65
237332,83,63,59,67,39,72,65,65
239892,80,63,59,69,29,39,65,74
246548,78,48,63,72,41,52,65,80
261652,72,40,44,58,65,67,65,76
262165,73,62,62,66,31,56,65,69
202517,47,66,56,59,36,68,65,65
239125,66,65,47,64,26,65,65,75
244757,78,31,52,62,60,56,65,77
181013,38,49,69,69,56,61,65,65
247061,84,64,56,64,39,61,65,65
251669,63,47,62,67,66,71,65,72
254741,69,30,51,59,63,59,65,65
228887,44,32,44,44,64,80,65,65
237335,68,57,60,72,28,60,65,73
237591,72,32,48,56,65,71,65,66
225875,78,58,62,66,59,70,65,65
253522,79,47,61,60,28,60,65,69
247122,74,65,47,66,20,52,65,80
214354,74,63,58,67,39,72,65,65
253772,64,71,63,68,44,67,65,68
243276,77,64,58,70,34,51,65,72
231500,61,45,64,62,61,65,65,66
247883,71,29,53,52,60,69,65,65
172619,52,69,55,61,32,68,65,65
236875,68,44,58,64,62,72,65,74
225355,71,45,56,62,64,66,65,70
219467,71,38,56,64,60,69,65,67
188490,65,61,64,65,55,65,65,65
252490,63,55,64,70,53,51,65,71
244810,67,63,62,66,29,65,65,73
239690,66,56,54,62,64,70,65,72
226122,64,63,47,56,27,67,65,68
216394,63,42,59,66,61,52,65,66
203850,64,33,51,51,64,70,65,65
262474,58,29,46,54,65,68,65,74
258889,74,39,56,67,61,66,65,77
258121,79,58,59,76,22,60,65,80
237385,63,62,63,65,58,73,65,67
200781,70,59,61,63,62,72,65,66
238925,74,42,54,54,57,75,65,65
241485,83,60,61,65,40,66,65,73
223823,68,64,57,68,47,63,65,71
204626,75,45,60,64,60,67,65,65
202322,47,52,61,59,63,71,65,66
255313,68,63,63,65,46,71,65,65
237393,65,60,63,70,31,56,65,76
212817,64,62,47,60,34,76,65,65
211793,58,32,48,42,65,75,65,67
242512,70,33,54,57,64,76,65,72
239952,54,31,44,40,66,72,65,72
219471,62,26,36,38,66,75,65,65
241741,74,56,60,73,36,52,65,69
193358,53,59,65,74,46,61,65,65
255310,62,36,56,59,61,68,65,70
184142,66,56,60,62,61,73,65,65
182094,48,52,60,57,62,76,65,65
240974,74,63,60,68,27,58,65,74
227150,59,63,65,64,61,71,65,65
138830,32,35,63,58,64,76,65,65
254029,55,32,46,47,65,70,65,67
253715,77,61,58,71,36,42,65,83
244755,54,31,40,41,64,73,65,67
221709,66,52,60,74,59,63,65,66
229849,70,57,67,68,62,63,65,68
222937,71,62,63,65,61,63,65,71
255448,73,62,62,66,45,63,65,66
242648,68,55,61,66,62,67,65,68
236248,75,60,59,69,23,52,65,75
222168,70,64,51,60,31,79,65,70
212440,72,62,62,70,51,59,65,65
248023,53,48,58,59,66,68,65,65
246231,82,56,60,68,45,43,65,78
245719,55,46,53,52,64,79,65,70
224983,80,58,61,65,33,42,65,65
158167,66,36,49,50,64,71,65,65
246230,81,62,55,67,24,72,65,73
244438,70,59,63,66,61,70,65,72
202966,60,39,55,53,63,75,65,65
259797,60,64,59,63,60,69,65,69
247509,64,43,58,57,60,70,65,80
233173,80,56,65,65,54,65,65,65
212693,87,57,56,64,57,68,65,66
253396,74,66,49,65,25,69,65,81
226265,72,59,64,65,63,68,65,72
231897,77,55,61,66,59,71,65,66
202259,58,29,50,52,65,71,65,67
176345,64,63,63,64,43,66,65,65
225757,77,59,61,67,39,68,65,66
251356,79,60,58,65,38,66,65,67
241884,69,56,65,63,61,72,65,72
240860,72,63,61,72,33,39,65,77
232412,70,58,60,65,62,79,65,70
226524,66,64,76,68,41,59,65,72
202204,71,53,59,62,61,69,65,66
256731,66,64,59,66,19,59,65,71
254427,78,53,56,65,59,68,65,65
240603,71,54,62,65,61,65,65,70
238043,85,60,53,68,39,55,65,66
235995,62,34,55,50,65,63,65,74
224475,65,64,66,65,46,65,65,65
220635,63,59,64,67,59,67,65,69
264667,71,64,44,60,25,64,65,68
262619,60,32,43,47,67,66,65,67
228058,42,50,47,53,64,73,65,68
261081,65,36,52,59,63,59,65,70
258777,60,31,39,44,67,64,65,71
175316,68,42,58,60,62,74,65,65
239316,63,49,60,68,56,72,65,65
172756,35,49,62,56,64,74,65,65
222420,72,61,64,66,56,62,65,67
221711,75,44,60,60,62,66,65,65
239119,71,56,61,61,57,68,65,65
263952,62,44,49,52,63,79,65,65
205072,66,52,62,63,62,72,65,65
228624,52,24,37,44,65,71,65,66
240912,60,33,49,59,64,69,65,75
192528,34,54,52,47,63,76,65,65
259088,51,30,37,48,65,72,65,73
261648,71,55,70,65,33,66,65,65
224017,57,42,59,58,63,73,65,69
232465,35,35,61,62,63,56,65,65
234513,46,24,37,37,64,79,65,65
246289,70,66,63,67,37,56,65,76
186385,53,59,64,61,63,64,65,65
200210,63,63,64,67,59,70,65,65
208914,49,29,43,45,63,77,65,65
241938,70,51,67,68,58,60,65,76
254994,58,23,49,49,65,68,65,68
197907,65,66,53,63,35,60,65,65
220943,78,65,47,63,34,71,65,65
260622,82,63,52,64,43,66,65,67
110606,63,66,60,64,38,65,65,65
244946,67,35,58,63,63,64,65,69
221652,50,35,46,41,66,61,65,66
209364,72,44,59,61,57,67,65,66
207828,67,64,52,63,32,76,65,66
244435,69,57,62,66,62,72,65,70
243155,62,42,49,59,66,71,65,76
242643,60,35,62,59,60,73,65,72
240595,63,61,61,69,16,63,65,74
258770,78,43,52,65,60,51,65,78
221906,53,29,38,53,65,73,65,68
229646,61,34,47,58,63,78,65,65
221394,62,43,57,60,63,70,65,68
259281,74,66,65,68,67,64,65,65
244945,56,35,40,44,64,74,65,72
232657,49,66,39,61,26,63,65,65
250893,65,60,66,68,59,66,65,70
262158,69,23,41,57,64,69,65,70
222222,77,52,59,64,59,71,65,66
228366,52,33,50,54,63,79,65,67
244398,76,38,52,62,60,69,65,70
207660,65,55,61,60,62,76,65,65
242623,65,28,52,50,66,68,65,74
245351,72,56,58,68,59,68,65,72
258412,60,33,40,39,66,70,65,72
253292,63,66,53,63,27,56,65,75
237420,51,47,56,62,63,73,65,72
209004,65,28,51,58,64,60,65,65
258923,68,53,56,72,33,51,65,81
228715,53,45,59,58,64,69,65,68
253034,68,39,48,52,64,77,65,80
239210,48,44,52,53,64,75,65,69
223082,67,62,60,67,45,63,65,67
200298,43,28,53,54,64,80,65,65
251497,69,57,61,62,61,74,65,76
245865,65,64,59,66,24,63,65,79
239721,73,67,52,64,29,65,65,65
224361,77,53,63,69,60,65,65,70
211817,70,51,52,49,63,76,65,66
205929,62,58,65,67,47,59,65,65
255592,68,63,61,68,42,47,65,70
252008,66,51,58,62,66,57,65,78
159080,45,63,64,67,61,55,65,65
213864,46,37,48,51,66,70,65,71
209256,34,33,41,36,64,81,65,66
197480,56,67,52,61,22,74,65,65
255591,77,62,61,65,36,58,65,68
211053,68,63,65,66,39,63,65,69
230509,85,64,45,68,27,56,65,65
233581,80,63,59,68,36,59,65,65
259584,65,49,62,65,64,63,65,78
195480,68,47,61,63,62,65,65,65
256408,73,56,62,66,50,57,65,79
251032,71,51,63,68,56,57,65,65
245400,76,60,55,65,29,66,65,69
242840,64,44,57,55,62,82,65,69
217088,55,71,52,61,23,55,65,65
221696,49,66,67,67,51,65,65,65
235520,71,65,58,68,33,60,65,75
253952,72,55,63,68,53,57,65,75
258560,63,64,52,63,25,73,65,77
260282,77,64,62,65,58,72,65,71
257645,40,28,44,36,65,77,65,65
242362,53,29,41,50,67,67,65,69
261561,74,48,55,61,63,59,65,75
200449,67,32,38,40,63,79,65,65
259769,65,62,65,67,22,63,65,65
244921,72,62,49,65,19,52,65,76
237497,68,42,55,67,61,62,65,70
220089,59,39,52,54,64,74,65,65
229742,71,50,61,64,62,66,65,73
225134,66,61,65,68,55,64,65,73
262510,68,48,67,66,59,57,65,82
247911,68,62,64,66,31,65,65,68
242279,64,42,64,60,59,64,65,75
232372,76,48,59,63,62,76,65,65
242023,73,29,51,62,63,55,65,70
240312,63,30,56,48,65,71,65,69
262584,75,54,58,68,48,52,65,76
192439,53,58,61,66,63,81,65,65
244919,58,25,41,41,66,59,65,76
238519,85,54,56,64,57,74,65,69
238263,51,25,40,40,63,74,65,72
234167,56,34,54,53,64,73,65,71
233655,73,59,65,68,41,52,65,72
229815,58,31,42,41,65,77,65,66
206263,64,63,53,62,34,75,65,65
201911,66,66,59,66,39,69,65,65
198839,70,42,52,60,61,67,65,65
198071,71,35,56,63,62,70,65,65
193206,63,64,65,66,52,68,65,65
254902,62,63,67,65,53,53,65,66
215990,51,33,41,34,66,74,65,65
210870,71,57,63,70,58,69,65,67
248245,70,52,59,62,63,67,65,70
229557,77,41,59,64,59,62,65,68
208309,69,46,58,62,66,65,65,66
251572,68,57,61,71,45,44,65,71
179636,78,60,62,67,54,70,65,65
242612,88,57,51,71,27,53,65,76
254136,76,62,61,66,30,53,65,76
257121,75,48,57,69,59,63,65,76
259937,65,61,63,68,25,65,65,72
243044,72,54,57,64,62,72,65,77
236903,68,64,61,66,55,66,65,65
162407,51,43,54,54,63,76,65,65
205159,67,32,46,46,62,77,65,66
247910,56,35,52,51,63,75,65,65
232550,54,36,47,40,65,69,65,65
259941,61,51,59,59,61,63,65,70
254565,73,46,62,66,58,60,65,75
244837,75,39,51,62,62,63,65,71
229733,32,20,41,31,65,80,65,67
209253,77,56,57,63,59,67,65,65
171364,72,57,60,64,60,63,65,65
213090,57,25,38,47,66,73,65,65
235108,68,47,67,66,60,64,65,67
222820,66,63,62,64,26,64,65,69
228707,41,26,41,45,64,68,65,74
224611,79,60,61,64,34,69,65,65
156259,65,46,54,55,62,78,65,65
221539,66,68,59,62,33,57,65,66
208739,77,63,65,68,54,66,65,65
204131,46,55,61,53,58,72,65,68
253538,76,38,57,64,62,70,65,75
221538,67,33,47,52,64,73,65,69
261016,74,50,51,59,61,63,65,70
199321,68,60,56,69,28,65,65,66
212377,69,67,61,67,62,73,65,65
233369,72,56,63,68,59,60,65,68
238784,65,48,53,59,62,75,65,69
227520,63,42,50,50,63,74,65,68
204992,76,64,58,69,30,65,65,65
257727,75,44,57,49,60,64,65,68
246434,66,53,57,65,60,67,65,74
240319,70,51,64,73,35,62,65,73
225983,67,63,63,69,46,65,65,65
224447,74,46,57,62,59,71,65,68
223679,63,33,52,52,64,75,65,66
216255,75,60,64,69,29,58,65,66
213695,65,58,66,64,58,70,65,70
200895,68,63,64,66,57,66,65,65
264639,81,60,56,69,28,59,65,70
198335,67,57,64,67,61,64,65,65
257470,81,60,58,69,29,51,65,80
262334,75,44,54,63,63,55,65,77
187069,72,49,60,65,61,62,65,65
248765,93,50,50,72,28,49,65,76
243133,79,31,58,66,57,68,65,82
237757,59,36,57,66,62,79,65,72
236989,64,62,69,66,43,62,65,66
223933,77,63,49,59,29,71,65,70
208573,65,64,59,66,41,62,65,71
248000,64,66,58,69,30,64,65,67
254912,66,56,61,70,35,48,65,76
221633,78,44,56,63,60,70,65,70
231107,63,40,43,52,63,75,65,71
258210,65,29,45,52,69,58,65,76
254626,71,60,62,64,17,47,65,65
253858,73,40,55,57,61,59,65,65
253346,64,51,58,61,63,63,65,65
253090,66,64,65,62,28,65,65,66
240068,79,56,60,67,25,49,65,65
222660,76,44,35,39,64,72,65,69
212932,73,59,63,67,40,62,65,65
240067,69,60,61,68,38,51,65,65
171971,43,66,68,66,61,72,65,65
225731,71,60,61,64,63,71,65,65
232897,73,51,62,67,53,62,65,68
223427,54,43,54,56,65,74,65,67
207811,71,59,66,66,57,70,65,65
258498,71,63,65,69,48,57,65,83
192450,65,64,52,61,28,84,65,65
244162,77,59,59,66,54,71,65,65
243650,74,56,60,70,59,74,65,75
212418,36,44,57,55,64,76,65,65
208834,32,32,39,43,67,69,65,68
206274,74,59,62,65,40,60,65,65
242369,70,58,66,68,57,54,65,80
262333,67,66,55,72,22,60,65,82
251068,68,40,54,59,61,67,65,65
206524,75,25,48,58,65,71,65,67
262042,66,31,46,47,65,70,65,76
220573,81,56,59,64,33,52,65,65
204701,80,58,58,70,30,46,65,65
214940,48,34,41,42,64,74,65,66
251291,70,58,65,62,45,70,65,70
247963,39,29,48,45,63,74,65,65
239259,65,26,37,42,63,77,65,74
238235,67,57,63,68,58,63,65,75
234651,76,48,56,63,59,69,65,65
228763,74,60,59,65,48,74,65,70
223899,72,62,54,66,29,66,65,65
244634,70,46,60,62,63,74,65,76
254877,68,68,58,70,18,46,65,73
243354,79,55,62,68,53,66,65,72
234650,73,50,60,60,58,65,65,65
231322,76,60,59,68,29,48,65,70
200346,69,64,61,68,39,67,65,65
253593,72,48,51,47,63,75,65,65
251289,65,34,48,47,64,72,65,75
243353,75,45,58,71,62,55,65,78
242841,92,60,52,72,28,39,65,80
242073,63,59,63,69,23,67,65,81
238489,69,63,60,65,50,62,65,68
252573,69,41,53,64,63,59,65,76
208030,54,60,57,52,64,81,65,65
252859,81,52,61,68,63,62,65,76
257185,73,40,53,65,60,64,65,75
248507,77,64,49,68,24,59,65,77
245691,79,63,57,70,41,55,65,74
232379,52,68,58,66,31,53,65,65
204219,51,30,42,51,64,70,65,65
263099,77,41,59,65,57,66,65,73
233378,58,63,67,65,55,61,65,71
230306,51,38,50,45,65,72,65,65
212130,61,36,39,40,64,67,65,65
211362,65,43,51,54,61,74,65,70
260513,64,57,67,66,60,65,65,65
251041,72,33,52,60,60,71,65,65
219806,60,61,42,62,26,74,65,65
237217,87,57,60,64,45,63,65,65
233121,85,60,55,69,35,66,65,69
156321,40,64,55,56,35,74,65,65
255136,61,25,42,56,66,70,65,69
253856,68,58,60,64,62,71,65,65
192671,56,63,64,65,28,71,65,65
254879,72,59,60,67,61,57,65,68
246175,82,62,50,60,29,70,65,74
262303,71,66,55,67,28,60,65,66
222622,73,60,62,66,39,63,65,65
241076,65,63,59,67,37,64,65,72
210792,85,65,56,67,21,62,65,65
230836,75,46,53,60,62,67,65,72
204210,37,45,51,54,65,65,65,65
204468,73,63,60,67,39,60,65,65
253614,57,35,56,52,62,68,65,65
255406,67,31,42,48,65,69,65,77
244655,78,58,59,68,35,42,65,68
253615,67,57,62,59,65,68,65,79
205232,61,53,63,66,60,68,65,65
214192,69,32,40,50,62,73,65,65
247216,57,54,65,69,55,62,65,69
259504,61,63,66,66,38,53,65,79
164529,31,42,59,58,65,65,65,65
253105,76,59,61,68,30,54,65,70
254897,42,29,41,38,64,78,65,70
260273,75,64,58,67,44,62,65,73
198322,47,57,61,66,60,73,65,65
172208,62,63,68,65,48,67,65,65
213170,48,59,60,60,62,75,65,65
212915,64,65,63,65,47,63,65,66
202164,48,56,57,59,63,76,65,65
231090,80,49,60,68,57,52,65,65
254899,86,43,57,63,55,69,65,70
241587,66,42,52,57,62,80,65,72
240563,82,57,52,71,18,48,65,76
220851,64,50,58,61,65,64,65,66
234163,77,58,58,74,44,53,65,70
259762,76,39,57,64,58,67,65,80
184242,67,60,64,67,60,70,65,65
240050,86,38,54,66,58,72,65,65
235442,70,25,34,42,68,68,65,72
234418,83,47,63,64,56,70,65,66
259206,61,63,71,72,32,59,64,74
245639,70,59,60,68,25,49,64,74
213127,70,37,54,61,60,66,64,69
231303,52,26,42,52,63,73,64,65
234631,77,63,53,63,27,71,64,67
237959,69,49,57,62,60,73,64,65
244871,78,58,57,64,29,53,64,72
247944,60,62,61,67,32,63,64,64
257159,81,59,53,68,45,49,64,73
208776,69,59,40,64,34,68,64,67
228744,69,50,60,66,58,62,64,70
236168,68,58,63,69,40,52,64,64
240008,66,27,47,58,63,79,64,72
240776,62,60,60,66,47,63,64,75
260744,67,65,52,63,26,56,64,73
259205,69,48,63,70,56,61,64,79
201094,66,63,62,66,49,63,64,66
237443,65,57,58,68,28,64,64,64
257669,66,62,59,67,25,64,64,74
260227,70,40,52,52,63,74,64,68
232067,74,60,53,66,22,44,64,64
234883,72,56,63,65,58,56,64,68
208009,70,62,60,66,26,58,64,64
241027,78,55,58,67,43,58,64,76
243587,67,60,67,63,19,59,64,72
244867,64,62,61,65,25,62,64,75
204420,71,48,59,61,59,71,64,64
253573,77,55,56,64,52,71,64,64
233092,63,55,62,65,57,67,64,74
257412,85,34,58,64,57,64,64,71
216453,74,48,57,61,57,69,64,67
216709,35,37,35,43,68,67,64,64
232581,58,33,44,50,62,81,64,66
235397,76,57,62,66,52,60,64,67
261000,69,57,63,63,55,57,64,68
233869,48,47,53,45,61,67,64,64
223369,69,38,50,60,59,68,64,65
240777,54,34,43,61,68,52,64,77
220558,53,53,64,66,58,63,64,64
238990,73,65,48,65,22,51,64,73
245390,53,39,58,63,62,62,64,73
245902,74,63,53,64,27,60,64,80
251022,81,46,59,61,56,63,64,72
251534,49,40,48,50,65,66,64,75
193166,28,64,59,56,36,75,64,64
259214,72,63,64,67,57,60,64,64
263823,66,56,62,66,60,64,64,82
226447,60,23,40,37,67,66,64,64
253583,28,36,50,44,66,65,64,64
182160,85,60,57,63,55,67,64,64
261264,73,42,51,52,62,67,64,76
201873,66,62,63,64,35,62,64,64
253841,65,62,65,61,50,64,64,64
197774,80,63,58,65,24,56,64,64
260237,80,28,51,66,58,65,64,82
252045,74,43,48,61,60,60,64,77
229771,57,28,48,51,65,76,64,71
245129,71,42,53,58,65,68,64,71
183945,87,59,55,61,35,73,64,64
258953,76,60,61,67,32,60,64,70
260233,62,31,41,41,67,67,64,72
261257,82,62,52,66,26,55,64,79
230794,78,60,61,63,40,47,64,65
236939,65,35,40,50,63,71,64,66
250765,67,49,57,64,60,68,64,67
252555,74,47,59,65,59,59,64,75
214924,65,34,57,60,64,71,64,67
232332,70,26,46,45,64,69,64,65
148365,55,64,60,63,29,63,64,64
216461,49,43,57,52,64,66,64,69
254594,87,46,54,53,56,50,64,73
264323,70,45,60,59,64,65,64,76
263553,71,68,64,61,26,61,64,68
247938,74,56,60,63,36,59,64,65
210147,70,45,59,61,60,66,64,64
240611,82,53,60,67,64,80,64,75
241379,81,60,60,68,34,59,64,75
253923,68,66,58,62,33,59,64,64
254179,61,36,59,51,64,67,64,64
254691,53,50,58,59,60,75,64,64
259043,73,55,60,65,41,51,64,77
244196,79,39,53,58,58,60,64,77
255716,76,49,60,66,48,60,64,67
204773,66,62,65,66,50,61,64,64
225509,82,61,58,64,35,73,64,67
233445,68,33,58,59,60,62,64,67
235237,67,60,59,70,34,60,64,69
176357,47,52,58,57,63,68,64,64
242405,80,56,54,68,32,54,64,74
254181,64,43,56,62,65,69,64,64
222435,62,38,52,55,63,73,64,66
190178,62,49,55,56,63,75,64,64
246402,63,52,64,65,61,63,64,76
250850,68,48,59,60,64,69,64,68
220127,65,66,38,63,21,73,64,64
232415,64,56,66,62,52,70,64,64
234207,84,37,54,65,56,62,64,75
257759,64,35,54,48,66,64,64,65
262624,60,58,69,64,21,68,64,67
241120,66,29,41,46,65,69,64,74
243680,82,60,55,68,31,43,64,69
244448,56,48,49,52,62,68,64,74
220385,40,43,48,47,63,72,64,67
223969,67,56,62,65,53,65,64,68
232929,54,47,60,58,61,71,64,64
206562,64,50,62,66,62,69,64,67
209890,41,35,47,50,63,75,64,65
228834,78,42,60,60,58,67,64,71
242402,93,58,54,68,28,63,64,66
230118,72,50,60,66,58,58,64,65
241894,51,31,42,50,64,71,64,71
243430,40,22,40,39,66,57,64,77
250854,79,48,58,64,55,67,64,76
246656,78,58,55,60,58,76,64,72
263041,65,59,62,62,55,64,64,76
186514,70,67,56,64,22,55,64,64
222337,64,26,51,53,63,69,64,64
240513,62,63,63,64,57,73,64,72
243585,65,63,67,66,27,62,64,82
252801,63,62,62,67,48,65,64,72
253313,78,52,60,65,35,54,64,72
263042,75,54,64,63,64,63,64,71
264322,82,58,56,68,35,46,64,78
155266,69,61,61,70,57,51,64,64
224130,65,63,60,65,43,62,64,69
233602,64,63,41,57,30,67,64,74
242562,69,29,45,53,65,63,64,73
243842,86,57,59,65,53,66,64,69
242155,73,34,52,58,61,61,64,67
238059,79,58,62,67,27,36,64,70
259306,70,54,64,70,49,60,64,80
263144,66,41,57,61,63,63,64,74
255462,69,57,65,68,48,60,64,72
255718,77,53,57,67,48,59,64,74
260582,72,64,56,65,21,70,64,70
261350,69,65,48,63,34,52,64,74
163303,33,59,64,62,65,58,64,64
259559,53,37,56,52,64,63,64,75
258280,63,55,64,63,60,66,64,69
215786,56,48,58,59,64,71,64,64
229865,74,64,61,69,42,55,64,69
241129,76,66,55,63,24,68,64,64
243177,67,45,56,61,63,66,64,70
255977,76,37,50,59,66,65,64,75
260329,70,63,43,68,24,55,64,75
199146,68,60,62,65,63,74,64,64
240530,77,57,58,65,54,70,64,67
258966,68,52,63,67,65,52,64,76
262803,78,60,57,64,38,68,64,66
247736,65,63,58,67,33,62,64,78
254904,61,55,64,65,60,59,64,64
255928,71,53,63,69,59,70,64,78
206521,57,62,51,60,26,76,64,64
166841,65,56,63,62,56,61,64,64
239545,65,62,53,62,30,69,64,68
253625,61,63,57,61,60,69,64,64
256697,66,50,65,64,56,67,64,74
191673,44,64,68,64,61,55,64,64
260025,58,52,56,64,63,65,64,65
262842,73,54,63,72,51,54,64,83
204730,64,55,63,63,61,67,64,64
242618,66,52,64,63,62,66,64,64
248762,71,64,42,65,19,61,64,65
212923,73,40,54,62,58,66,64,65
216251,67,64,52,65,24,59,64,65
186808,78,63,63,63,30,65,64,64
243640,71,57,61,66,60,57,64,81
189331,57,39,53,55,64,76,64,64
173752,66,46,55,59,62,68,64,64
193627,68,65,59,64,34,57,64,64
233051,81,51,59,65,59,63,64,71
226651,61,60,60,63,43,69,64,64
226139,73,43,54,64,56,65,64,66
263259,73,51,51,62,60,63,64,70
245338,56,44,62,65,61,58,64,77
216154,51,26,45,48,63,76,64,65
206170,57,27,45,50,63,74,64,66
240729,72,52,64,66,62,58,64,69
257368,64,41,46,51,64,70,64,82
253528,70,39,59,60,62,62,64,64
241240,79,49,56,74,22,35,64,69
254903,65,60,58,66,31,65,64,64
261047,68,65,43,62,22,63,64,73
229816,71,64,47,56,36,74,64,65
184763,65,60,55,66,39,62,64,64
257723,64,31,45,41,64,67,64,67
209852,69,37,54,60,63,64,64,68
216508,73,56,58,68,40,57,64,65
254143,61,39,52,56,63,74,64,74
251072,72,61,60,66,38,60,64,70
208577,67,63,64,65,54,70,64,64
234177,83,62,48,66,39,66,64,71
235457,60,58,60,61,60,80,64,64
238273,74,61,53,67,36,69,64,75
213954,67,59,65,64,36,67,64,69
215234,68,32,52,64,62,64,64,64
225730,79,65,56,65,33,64,64,64
251842,77,59,58,63,56,65,64,71
257218,65,49,66,66,55,55,64,72
264387,62,67,52,54,29,68,64,77
166851,28,47,53,47,65,63,64,64
234947,65,33,52,60,63,68,64,66
238936,83,56,55,68,28,55,64,65
251071,70,63,61,66,42,60,64,73
244415,46,37,40,41,65,67,64,65
210367,54,45,56,60,61,74,64,64
225213,64,59,59,65,41,62,64,66
229052,62,63,62,66,50,65,64,67
245692,78,55,65,70,59,49,64,69
190140,78,55,58,61,61,59,64,64
213181,84,56,53,68,31,57,64,64
220605,74,58,61,64,40,51,64,67
208999,78,56,58,65,51,63,64,64
240317,71,62,44,64,26,68,64,74
261566,60,34,58,59,58,59,64,74
242365,72,60,61,63,41,56,64,73
183997,67,57,58,59,61,76,64,64
251581,61,48,60,63,53,66,64,76
234942,79,53,58,65,30,58,64,69
260286,75,62,61,66,48,66,64,66
260542,61,36,53,51,64,71,64,65
198748,40,30,40,36,67,59,64,64
229724,54,36,50,55,65,69,64,68
230236,44,45,55,42,68,61,64,64
