ID,Age,Height,Weight,Nationality,Positions,Club
217086,31,172,70,Burundi,"CM,CDM",Al Taawoun
240638,22,185,73,Netherlands,"CM,CAM",AZ Alkmaar
242174,24,172,70,Colombia,"LM,LW,RW",La Equidad
212223,27,175,68,Republic of Ireland,"ST,LM",Preston North End
229375,23,193,89,England,ST,Luton Town
178417,35,191,80,Scotland,CB,Dundee United
233457,27,173,62,Korea Republic,"CB,RB",Suwon Samsung Bluewings
228593,25,187,79,Switzerland,CM,BSC Young Boys
220139,25,167,64,Republic of Ireland,CAM,Peterborough United
169708,31,182,73,England,"CB,CDM",Sheffield Wednesday
220140,25,188,76,England,CB,Peterborough United
260843,20,176,68,Belgium,"CF,LM,RM",Royal Charleroi S.C.
259307,18,179,74,France,RB,Olympique Lyonnais
248811,23,179,74,Portugal,"CAM,CF,ST",Estoril Praia
248043,34,179,71,Romania,"CDM,CM",Sepsi OSK Sf. Gheorghe
251626,20,175,70,Netherlands,RB,SC Heerenveen
226033,31,173,68,Sweden,LB,Djurg氓rdens IF
244970,24,183,71,France,CDM,Clermont Foot 63
236522,21,168,71,Italy,"CAM,RW,CF",Benevento
214250,28,183,75,Colombia,"RM,LM,ST",Pohang Steelers
193001,36,178,73,France,"LM,RM",AC Ajaccio
238569,27,180,77,Ghana,"RM,ST,RB",1. FC K枚ln
206313,29,181,68,Senegal,"CDM,CB",FC Sochaux-Montb茅liard
237548,29,184,85,Tunisia,"CB,LB",Yeni Malatyaspor
199917,27,178,64,England,CM,Charlton Athletic
201965,28,181,76,Sweden,CM,IFK G枚teborg
184301,30,191,85,England,ST,Aberdeen
201966,33,187,86,Norway,ST,FK Haugesund
136686,38,183,87,Korea Republic,GK,Seongnam FC
230638,26,176,78,Colombia,"RM,ST,LM",Deportivo Cali
169710,32,175,76,Scotland,CDM,Lincoln City
202223,32,185,75,Iraq,LM,Real Salt Lake
223727,28,188,78,Scotland,GK,Charlton Athletic
245231,22,178,66,Ecuador,"CAM,LM,CF",LDU Quito
214000,27,169,68,Peru,"ST,RW",D.C. United
237040,22,190,92,Greece,CB,Spezia
244464,26,180,84,Ecuador,"RM,LM,ST",Club Tijuana
254448,25,182,81,Ecuador,ST,Guayaquil City FC
260592,18,193,77,Slovenia,ST,FC Red Bull Salzburg
206065,28,191,81,Croatia,GK,Luton Town
198133,29,180,77,Curacao,"CM,RWB,RW",Cardiff City
208631,30,184,70,Poland,"CAM,CM",Zag艂臋bie Lubin
238965,23,188,75,Germany,"CDM,CM",Heracles Almelo
225139,28,170,70,South Africa,"CAM,LM",Kaizer Chiefs
222066,26,170,68,Argentina,"LM,RM",Universidad T茅cnica de Cajamarca
232562,26,185,82,Japan,GK,Portimonense SC
239986,22,183,75,Spain,"CDM,CM",CD Tenerife
260823,20,178,72,Italy,"CM,CAM",Juventus
182743,34,195,88,Germany,GK,SSV Jahn Regensburg
223344,26,178,65,China PR,"ST,CAM,LW",Guangzhou FC
251504,25,187,80,Guinea Bissau,"CDM,CM",Moreirense FC
213105,26,186,88,Wales,"CDM,CM",Ipswich Town
223857,33,169,72,Chile,"LW,ST,RW",Club de Deportes Cobresal
231025,24,177,75,Spain,"CM,LM,CAM",CD Lugo
243057,20,183,72,Wales,RB,Liverpool
259953,34,186,87,Uruguay,"CM,CDM",Montevideo City Torque
200818,30,187,85,Brazil,CB,FC Tokyo
213106,31,178,83,Iceland,"CM,CAM",CFR Cluj
241010,27,186,80,Argentina,"RB,CB",Atl茅tico Tucum谩n
254578,18,173,62,Argentina,CDM,Estudiantes de La Plata
256370,27,182,75,Sweden,"CF,ST",Hammarby IF
263283,26,194,86,Slovakia,GK,FC Viktoria Plze艌
213619,36,178,80,Argentina,ST,Uni贸n La Calera
213878,28,175,67,Brazil,"ST,LW,RW",Shonan Bellmare
216182,33,183,76,Austria,"CDM,CM",RZ Pellets Wolfsberger AC
243574,22,171,65,Canada,"RWB,RB,RM",Club de Foot Montr茅al
245368,22,184,77,Turkey,"ST,LW",Be艧ikta艧 JK
201083,30,178,72,Poland,"RM,LM",Pogo艅 Szczecin
200059,28,186,84,Belgium,GK,RSC Anderlecht
239738,23,178,78,Mexico,"LB,CB",Club Atlas
228730,23,183,75,Paraguay,CB,Club Olimpia
225145,31,185,80,South Africa,"RB,CB,RWB",Kaizer Chiefs
157305,36,180,69,Sweden,CB,BK H盲cken
204153,30,185,81,Germany,"CDM,CM",SG Dynamo Dresden
253816,22,176,72,Venezuela,"CDM,CM",Metropolitanos de Caracas FC
244344,24,181,77,Greece,"RB,RM",Sparta Rotterdam
186998,32,188,75,United States,GK,Colorado Rapids
216184,29,178,70,Austria,"CAM,CM,ST",SV Ried
219767,27,190,84,Senegal,CB,SV Sandhausen
214135,31,195,86,Colombia,CB,Club Deportes Tolima
201847,27,196,86,Belgium,GK,SV Zulte Waregem
189558,30,194,89,Poland,CB,Lech Pozna艅
188278,30,189,84,Australia,GK,Central Coast Mariners
253302,28,184,80,Uruguay,"CAM,CF,CM",Club Nacional de Football
244085,26,180,75,Germany,"RW,LW",SSV Jahn Regensburg
223603,26,190,89,Germany,GK,VfB Stuttgart
230515,29,172,62,Brazil,"ST,CF,LW",Cear谩 Sporting Club
252376,20,176,72,Republic of Ireland,"CM,CAM,LM",Derby County
258264,26,191,89,Slovakia,GK,AC Sparta Praha
221658,27,185,77,Saudi Arabia,CB,Al Shabab
233178,23,168,62,Germany,"LW,RW",Willem II
234202,22,170,73,Netherlands,RW,Willem II
227547,26,184,78,Congo,"LW,RW",Ataka艧 Hatayspor
228827,23,176,70,Cameroon,"CM,CDM",Dundee United
230363,33,175,71,Brazil,"CM,RB,LB",Associa莽茫o Chapecoense de Futebol
244187,26,180,75,Senegal,"LB,LWB",Clermont Foot 63
179931,34,187,84,France,CB,AC Ajaccio
190939,36,169,69,India,"ST,LM",Bengaluru FC
209372,28,169,63,Netherlands,"CAM,CM",PEC Zwolle
210140,34,189,92,Saudi Arabia,GK,Al Hilal
216284,28,196,96,Germany,CB,FC Erzgebirge Aue
234972,29,180,76,Senegal,"ST,RM",En Avant de Guingamp
263389,26,178,73,Turkey,"LW,LM,ST",Adana Demirspor
169181,35,181,78,Netherlands,GK,FC Cincinnati
173533,32,191,87,England,GK,West Bromwich Albion
177373,33,185,82,Denmark,CB,Malm枚 FF
216286,28,178,75,Denmark,"CM,CDM",Hammarby IF
176094,34,195,88,Poland,GK,FC Cincinnati
216281,30,181,75,Bosnia and Herzegovina,RB,CFR Cluj
219771,27,168,61,Brazil,"CAM,ST,RM",Nagoya Grampus
241523,22,182,76,Finland,"ST,LW",Brentford
238040,22,186,77,Netherlands,CB,Heracles Almelo
252275,26,192,87,Serbia,CB,CD Tenerife
254067,25,172,70,Ecuador,"LM,LW",Real Salt Lake
194163,32,181,76,Finland,"CB,LB,RB",Minnesota United FC
200820,27,180,74,England,"LB,LWB,LM",Wycombe Wanderers
211060,31,180,78,Brazil,"RB,RM",Shimizu S-Pulse
221556,27,182,76,Congo DR,"CM,CDM",Uni贸n Deportiva Las Palmas
225396,27,182,82,Chile,CB,Universidad Cat贸lica
225652,25,188,78,Romania,ST,Reading
229748,27,189,85,Costa Rica,ST,FC Lausanne-Sport
235124,23,188,83,Mexico,GK,Cruz Azul
235636,23,186,82,Denmark,CM,SK Slavia Praha
239476,24,179,72,Austria,"RB,RWB,RM",SK Sturm Graz
247668,20,174,73,C么te d'Ivoire,"LM,ST,RM",KAS Eupen
254068,23,166,62,Ecuador,"LM,RM,CF",LDU Quito
198517,31,174,69,C么te d'Ivoire,"CDM,CB",Pau FC
199384,32,180,68,Austria,"RB,CB",WSG Tirol
202968,29,178,65,Korea Republic,"LM,ST",Ulsan Hyundai FC
148696,37,182,76,Norway,RB,Odds BK
230872,21,189,83,Serbia,GK,SL Benfica
236963,25,181,76,Romania,GK,Sepsi OSK Sf. Gheorghe
201038,28,183,78,Austria,"ST,RM",FK Austria Wien
231587,25,172,67,Colombia,"CDM,CM",New England Revolution
177564,36,170,65,Spain,"LB,LWB,LM",AD Alcorc贸n
186781,35,188,83,United States,GK,Chicago Fire Football Club
250781,30,184,77,Germany,GK,WSG Tirol
230557,24,184,74,Netherlands,"ST,CF,RM",Santos Laguna
222109,24,183,76,Scotland,"RB,RWB",Hibernian
204445,32,180,71,Northern Ireland,"RB,CB,RWB",Heart of Midlothian
262301,26,178,71,Spain,"RM,ST,LM",UD Ibiza
261532,22,173,72,Uruguay,"LB,LWB",Montevideo City Torque
253596,34,181,83,Bolivia,CB,Club Atl茅tico Nacional Potos铆
250780,24,190,66,Austria,CB,RZ Pellets Wolfsberger AC
243100,26,180,75,China PR,"LB,LWB",Dalian Professional Football Club
242332,19,170,61,United States,"CM,CAM,CDM",Venezia FC
164766,33,185,75,Scotland,"LWB,LB",Queens Park Rangers
232860,30,178,72,Japan,"CM,RM,LM",FC Tokyo
222876,26,183,75,England,GK,Nottingham Forest
251547,22,185,80,Austria,LB,Venezia FC
246683,19,185,72,France,"CM,CDM",Stade Brestois 29
210843,28,179,70,Saudi Arabia,LB,Al Taawoun
216218,25,185,80,Scotland,ST,K Beerschot VA
263578,17,175,69,Spain,"LB,LM",FC Barcelona
235022,23,184,84,Germany,"CAM,CM,CF",SV Werder Bremen
207887,27,180,73,Germany,"CM,CDM",SV Darmstadt 98
213007,27,167,61,Saudi Arabia,"RM,CAM",Al Nassr
217502,34,194,87,Austria,GK,RZ Pellets Wolfsberger AC
235166,24,179,65,Sweden,"LWB,LM",Hammarby IF
225187,25,193,77,Netherlands,"CAM,CM",Cracovia
236192,25,182,75,Brazil,ST,Cuiab谩
135587,36,190,86,Finland,GK,Venezia FC
241570,22,177,69,Mexico,"LM,LB",Mazatl谩n Futbol Club
239010,26,173,61,Spain,RB,FC Cartagena
226210,25,177,72,Brazil,CAM,Puebla FC
256161,20,188,68,Ecuador,GK,Independiente del Valle
254881,29,170,64,Japan,"LM,CM,CF",Kashiwa Reysol
252577,20,185,79,Portugal,RB,Vit贸ria de Guimar茫es
235425,24,193,75,United States,CDM,Houston Dynamo
222369,24,192,86,Sweden,"CDM,CM",FC St. Pauli
247200,25,189,77,Croatia,ST,FC Erzgebirge Aue
229536,25,173,68,Argentina,"LM,ST,RM",Platense
251806,20,179,71,Netherlands,"CM,RB",FC Utrecht
225440,26,175,72,Guinea Bissau,"ST,CAM,RW",KAS Eupen
159904,29,184,77,Uruguay,GK,Deportivo Pasto
251551,21,172,67,C么te d'Ivoire,"ST,LW",SK Sturm Graz
236191,25,185,78,Brazil,ST,Bahia
230815,23,180,72,Sierra Leone,"RWB,RB,CB",Queens Park Rangers
221599,31,176,77,South Africa,"CB,RB,CDM",Orlando Pirates
214175,29,185,78,Colombia,"CDM,CM",Deportivo Cali
263583,28,185,77,Turkey,"CDM,CM",Ataka艧 Hatayspor
258718,23,191,81,Serbia,GK,KV Kortrijk
252318,24,187,80,Austria,CB,WSG Tirol
230559,23,171,63,Ukraine,"RW,ST,RM",KV Mechelen
237989,29,182,80,Romania,"RM,LM",Cracovia
253347,22,180,66,Ecuador,"ST,RW,LW",Club Universidad Nacional
264201,21,170,62,Algeria,"CM,CDM",KV Kortrijk
234249,22,191,77,England,ST,Stoke City
255753,24,192,86,Brazil,ST,F煤tbol Club Ju谩rez
260105,19,191,80,Romania,"CB,RB",U.C. Sampdoria
263946,20,168,71,Congo,"RM,ST,LM",Abha Club
199946,31,173,72,Belgium,"CAM,RM",APOEL Nicosia FC
210954,36,184,80,Argentina,ST,Guaire帽a FC
215818,25,170,61,United States,CM,Atlanta United
238346,23,179,73,Morocco,"LB,LWB",Gazi艧ehir Gaziantep F.K.
244234,22,185,71,Germany,"LM,LW,RW",VfL Osnabr眉ck
246282,23,184,73,Spain,"RB,CB",Spezia
251914,23,174,73,Spain,"ST,RW",CD Mirand茅s
215563,32,174,74,Bulgaria,RB,Sepsi OSK Sf. Gheorghe
189451,33,190,92,Argentina,ST,Club Atl茅tico Pe帽arol
262412,22,190,82,France,"CDM,CM",Estoril Praia
201484,28,180,84,Republic of Ireland,CAM,Dundalk FC
206089,26,180,71,Northern Ireland,"CM,CDM,CAM",KV Oostende
255240,24,178,72,Paraguay,CB,Gallos Blancos de Quer茅taro
205068,30,191,80,Portugal,GK,CFR Cluj
254472,19,175,65,France,"CM,CDM",Valenciennes FC
215557,25,188,74,Brazil,ST,FC Pa莽os de Ferreira
242181,24,183,84,Brazil,LB,CD Tondela
254725,21,175,70,Paraguay,ST,Club Cerro Porte帽o
259845,37,187,85,Argentina,GK,Deportivo La Guaira FC
232454,35,183,72,Japan,CB,Vegalta Sendai
244486,24,175,72,Turkey,"RM,LM",Yeni Malatyaspor
208391,28,181,66,Ghana,LB,FC Vizela
210439,34,189,82,Morocco,ST,Le Havre AC
222215,26,175,71,Norway,"CM,LW",SK Brann
229127,23,189,85,Belgium,GK,RKC Waalwijk
240903,25,184,74,Spain,"CM,CDM",UD Ibiza
242183,22,185,82,Germany,ST,SSV Jahn Regensburg
213512,29,183,75,Iceland,"LB,LWB,CM",New York City FC
217096,26,190,73,England,GK,Middlesbrough
241672,30,188,88,Croatia,"CB,CDM",Kerala Blasters FC
204044,27,179,77,Poland,"CAM,CM",Eintracht Braunschweig
240908,23,189,78,Turkey,"CDM,CB,RB",Aytemiz Alanyaspor
142756,39,178,73,Argentina,"CAM,CM",Club Atl茅tico Hurac谩n
182207,35,191,84,England,GK,Wycombe Wanderers
264383,23,190,80,Nigeria,CB,Orlando Pirates
243646,19,184,77,Sweden,"RW,ST,CAM",SC Heerenveen
238526,20,187,84,Japan,GK,Shonan Bellmare
238270,23,189,80,Sweden,"CDM,CM,CB",IFK G枚teborg
238014,31,179,80,Netherlands,CB,Fortuna Sittard
237758,24,182,72,Japan,LB,Sint-Truidense VV
246438,31,175,69,Japan,ST,Shimizu S-Pulse
244134,21,180,71,Turkey,"RM,LM,RB",Fenerbah莽e SK
235942,23,183,76,Italy,CM,Genoa
228774,23,181,70,France,"CM,CDM,LB",AC Ajaccio
253349,24,185,79,Ecuador,ST,CS Emelec
184229,33,180,78,Norway,"LWB,LB",Sarpsborg 08 FF
222991,31,169,66,Japan,"LM,RM",Nagoya Grampus
200357,31,194,83,Serbia,CB,APOEL Nicosia FC
235684,27,188,73,Uruguay,CB,Club Tijuana
222399,25,184,82,England,"LB,CB",Portsmouth
184255,31,187,87,Iceland,ST,IFK G枚teborg
251916,21,185,76,Senegal,"ST,LW",FC Metz
193057,31,191,90,Curacao,ST,SV Sandhausen
192012,28,192,75,Mexico,CB,Tigres U.A.N.L.
257804,23,192,85,Turkey,CB,Ataka艧 Hatayspor
212493,25,182,70,Sierra Leone,"LM,RM,RWB",Wycombe Wanderers
230413,29,189,81,Brazil,CB,Juventude
239629,23,180,74,Mexico,"CM,RM",Club Necaxa
240653,23,170,61,Gambia,"CM,CDM",G贸rnik Zabrze
251149,29,186,77,Argentina,CB,CS Emelec
251405,20,186,84,Germany,CB,SG Dynamo Dresden
262414,23,177,70,Portugal,"CAM,RW,LW",Estoril Praia
224014,28,173,60,Poland,"CAM,RM",Wis艂a P艂ock
252706,20,175,76,Argentina,RB,Godoy Cruz
244514,30,181,77,Uruguay,"CDM,CM,RM",La Equidad
244258,34,186,80,Croatia,GK,Dinamo Zagreb
239394,25,176,70,Austria,"RM,LM",LASK Linz
228130,33,192,79,Korea Republic,GK,Jeju United FC
23823,39,184,72,Sweden,CB,Halmstads BK
243478,20,175,71,France,"CM,CDM",Uni贸n Deportiva Las Palmas
256271,29,189,85,Romania,"CDM,CB",Universitatea Craiova
260265,26,175,69,Bolivia,"CM,CDM",Club Deportivo Guabir谩
234668,23,183,78,Togo,"RB,CB,RM",SC Paderborn 07
184747,32,185,79,Scotland,ST,Bristol City
233643,28,190,84,France,CB,Demir Grup Sivasspor
229803,26,174,71,Germany,"CDM,CM",SV Wehen Wiesbaden
244394,22,184,79,Spain,"CB,LB",Real Zaragoza
235946,22,173,66,Argentina,"LM,ST",Godoy Cruz
254889,30,168,65,Japan,CF,Oita Trinita
182440,32,179,70,Australia,"LM,ST,RM",Melbourne Victory
178089,33,174,72,Australia,"LM,CF,ST",ATK Mohun Bagan FC
241833,24,168,65,Argentina,"CDM,CM",Defensa y Justicia
234665,26,190,72,Portugal,CB,Royal Antwerp FC
232873,23,190,80,Japan,"CB,LB",Kashima Antlers
214697,30,181,74,Argentina,"LB,CB",Club Deportivo Palestino
210601,29,180,75,Austria,"CDM,CM,LB",FC Flyeralarm Admira
257196,25,181,76,Germany,"CDM,CM",SV Wehen Wiesbaden
213933,24,183,80,Sweden,"RB,CB",IFK Norrk枚ping
234925,20,183,75,Netherlands,CB,FC Twente
235949,24,168,65,Brazil,"RM,LM,RW",Lecce
175789,33,183,77,Iceland,"CM,CDM,CAM",Adana Demirspor
251309,22,180,70,France,"CAM,RM",Dijon FCO
214446,27,179,79,Chile,"RB,CB",Atl茅tico Tucum谩n
232622,32,192,82,Japan,ST,Oita Trinita
234158,24,182,72,France,"ST,LM",Paris FC
237742,26,179,80,Japan,CM,Hokkaido Consadole Sapporo
243886,24,183,73,Denmark,RB,Vejle Boldklub
244654,21,187,86,Japan,GK,Sanfrecce Hiroshima
242863,24,182,65,Saudi Arabia,"CDM,CM",Al Nassr
244143,22,176,72,Romania,"LW,RW",CFR Cluj
255151,18,180,74,Cameroon,GK,Olympique de Marseille
260271,25,178,71,Bolivia,RB,Club Deportivo Guabir谩
211888,30,180,73,Germany,"RB,RM,RWB",TSV 1860 M眉nchen
201129,28,177,69,Czech Republic,RM,Jagiellonia Bia艂ystok
232360,25,169,63,France,"LM,RM",AJ Auxerre
243632,21,187,71,France,ST,En Avant de Guingamp
252193,21,184,76,Argentina,"LM,ST",Atl茅tico Tucum谩n
203265,27,188,87,England,"LB,CB",FC Cincinnati
199169,30,175,72,South Africa,"CM,CDM",FC Cincinnati
243968,27,177,69,Belgium,"CAM,CM,CF",KAA Gent
240640,30,180,72,Argentina,"CB,RB",Gimnasia y Esgrima La Plata
236288,24,173,70,Nigeria,CM,Lillestr酶m SK
253473,19,178,72,Italy,"CM,CDM",Empoli
245537,19,175,74,Norway,"LW,RW",Rosenborg BK
216744,25,194,81,Australia,CB,Ipswich Town
242209,28,174,72,Uruguay,"CDM,CB",Centro Atl茅tico F茅nix
259360,20,182,79,Spain,GK,Real Sociedad B
252704,22,182,70,Italy,"LB,LM",Crotone
251936,24,170,62,North Macedonia,"LW,RW",FC Boto艧ani
237600,24,176,71,Tunisia,"LM,LWB,RM",SV Zulte Waregem
229664,29,183,90,Slovenia,"CAM,RW,ST",HJK Helsinki
204033,27,183,73,Scotland,"RB,RWB",Livingston FC
253953,20,186,78,Argentina,"LW,LM,LWB",Uni贸n de Santa Fe
215810,25,180,75,Italy,RM,Lazio
216834,30,182,78,France,"CDM,CM",Grenoble Foot 38
223746,31,178,73,Scotland,"CF,ST,CAM",Jamshedpur FC
228354,24,185,76,Belgium,RM,KV Mechelen
229890,26,187,79,Ghana,RB,Gil Vicente FC
242946,23,180,70,England,"LW,LM",Bolton Wanderers
188674,32,182,72,Turkey,"ST,LM",Yukatel Kayserispor
182694,31,181,78,England,"LWB,LB",Rotherham United
257190,22,184,79,Nigeria,ST,SpVgg Greuther F眉rth
262311,20,174,72,Netherlands,RB,N.E.C. Nijmegen
202663,28,170,70,Republic of Ireland,"LW,CAM,RW",Wycombe Wanderers
221095,25,175,72,Spain,"ST,CAM",SD Ponferradina
230055,24,176,74,Finland,"LWB,LB",LA Galaxy
232871,25,186,79,China PR,"LB,CB",Guangzhou FC
180903,32,183,70,Republic of Ireland,CM,Brisbane Roar
225712,26,185,70,Congo,"RW,RM",Oldham Athletic
200113,30,173,70,Suriname,"RM,RW,LM",US Quevilly Rouen M茅tropole
194319,30,180,72,England,ST,Huddersfield Town
242964,20,185,70,England,"LM,CAM",Everton
246803,24,175,75,United States,"LB,LM",New England Revolution
247315,29,172,69,Japan,"RM,LM,CF",Urawa Red Diamonds
258893,20,192,87,Germany,CB,1. FC K枚ln
261139,25,186,79,Paraguay,"CDM,CM",Club Libertad
204820,30,175,70,Scotland,"RM,LM,RW",Heart of Midlothian
227604,25,190,86,Germany,ST,SC Paderborn 07
192020,30,176,63,Mexico,"RB,RM",Santos Laguna
215574,25,178,71,Sweden,"CM,CDM",Malm枚 FF
208917,33,166,64,Saudi Arabia,RB,Al Shabab
230933,24,186,66,Belgium,"CDM,CM",Heracles Almelo
232469,31,185,79,Brazil,"ST,LM",Al Fayha
243733,24,179,70,Morocco,"CDM,CM",Willem II
255253,21,172,64,Portugal,"CAM,CM",FC Porto
202518,31,179,79,Austria,"CM,LM,RM",RZ Pellets Wolfsberger AC
176403,36,176,74,Korea Republic,"CAM,ST",Daegu FC
239635,23,180,72,Poland,RB,RC Strasbourg Alsace
232467,30,173,65,Japan,"CM,RM,CDM",FC Tokyo
211987,27,183,77,Germany,"CB,CDM",SC Paderborn 07
242194,31,170,65,Uruguay,LB,Club Nacional de Football
234258,23,179,68,England,"LB,LWB",Oxford United
231442,23,179,74,England,"LM,LW",Middlesbrough
215314,29,192,82,Spain,CB,Avispa Fukuoka
210706,27,175,76,Comoros,"CAM,RM",Gaz Metan Media艧
200466,30,191,85,Germany,GK,1. FC Heidenheim 1846
244753,22,168,58,Guinea,LW,Racing Club de Lens
240913,22,188,74,Republic of Ireland,GK,Liverpool
248080,26,175,67,Portugal,"CM,CDM",Radomiak Radom
179984,32,193,80,Belgium,CB,K Beerschot VA
202512,28,187,83,Germany,LB,Fortuna D眉sseldorf
262416,21,179,72,Portugal,"LW,LM",Estoril Praia
261647,19,188,79,Republic of Ireland,CB,Norwich City
205846,29,175,64,Portugal,"LB,RB",Estoril Praia
229910,23,189,83,Sweden,"CM,CAM,RM",F.C. Hansa Rostock
225713,24,177,69,France,ST,FC Nantes
224690,27,188,88,China PR,"CB,CDM",Shanghai Port FC
209667,28,186,81,Greece,CB,Pogo艅 Szczecin
214195,28,184,77,Colombia,CB,Deportivo Cali
204211,31,188,80,Romania,"CB,RB",Universitatea Craiova
191154,31,172,72,Sweden,"CAM,ST,CM",IFK G枚teborg
246450,21,183,75,France,"LM,ST,LW",LA Galaxy
237490,22,168,65,Germany,"CM,CDM",Viktoria K枚ln
214706,34,181,80,Chile,GK,Club Deportivo Palestino
230166,33,184,77,Brazil,GK,Bahia
202162,32,183,77,United States,"CB,LB",Nashville SC
191153,30,191,80,Sweden,GK,Stab忙k Fotball
251057,24,187,77,Romania,GK,Gaz Metan Media艧
181681,34,183,80,Republic of Ireland,"CDM,CM",Portsmouth
231601,27,182,74,Spain,ST,FC Utrecht
230321,29,190,85,Brazil,GK,Atl茅tico Clube Goianiense
156675,34,183,75,Scotland,CB,Aberdeen
243481,21,183,76,Norway,RB,Feyenoord
241689,20,181,77,Germany,RM,VfB Stuttgart
233241,24,190,78,Iran,"CDM,CM",Vejle Boldklub
220185,24,180,68,England,LW,Rangers FC
210713,26,175,71,Denmark,"CM,RB",IF Elfsborg
207641,30,172,71,Chile,"RM,RW",Club Deportivo Palestino
246808,25,176,68,Japan,"RB,LB",Kashima Antlers
245528,26,185,84,Spain,ST,SD Ponferradina
245016,21,186,65,Senegal,"LM,ST,RM",Amiens SC
170008,33,192,91,England,GK,Swansea City
229912,23,180,80,England,RB,Hull City
259607,30,186,78,Uruguay,CB,Club Universitario de Deportes
234007,29,183,78,Brazil,CAM,Santos
255766,26,183,83,Morocco,ST,Ettifaq FC
261636,22,186,87,Brazil,ST,Vegalta Sendai
243222,22,180,76,Poland,"CM,CDM",Legia Warszawa
263941,22,181,73,Spain,"RW,RM,LW",C谩diz CF
241445,24,178,68,France,RB,AS Saint-脡tienne
257540,19,180,73,Germany,RM,Borussia Dortmund
256516,18,181,67,Spain,"RW,LW",Athletic Club de Bilbao
256107,22,180,77,Canada,"RB,RM",Nashville SC
247147,23,168,70,Colombia,"RM,ST",Club Deportes Tolima
233835,23,177,70,Poland,"RM,ST",Zag艂臋bie Lubin
232811,29,175,67,Japan,"CM,CDM,CAM",Yokohama F. Marinos
228971,34,187,81,Spain,"CB,CDM,CM",CF Fuenlabrada
212075,28,178,83,Australia,"RW,ST,LW",Melbourne City FC
258922,21,178,63,Spain,"RW,RM,RB",Real Madrid CF
255082,27,188,70,Romania,"CDM,CB",Rapid Bucure葯ti
251754,23,191,79,Netherlands,CB,PEC Zwolle
251498,25,185,86,Bolivia,GK,Club Bol铆var
245098,29,187,82,Japan,CB,Vissel Kobe
238186,21,199,90,Poland,GK,OGC Nice
236650,23,184,72,England,"ST,RM",Stoke City
220801,28,179,80,Peru,"RB,RWB",Club Universitario de Deportes
216193,30,188,85,Netherlands,CB,Sparta Rotterdam
205185,28,190,78,Portugal,CB,Boavista FC
253824,26,183,79,Ecuador,CDM,Guayaquil City FC
192363,30,185,81,Denmark,CB,Hammarby IF
157804,35,190,86,England,GK,Manchester City
226924,27,180,75,Austria,"CM,CDM,CAM",FC Flyeralarm Admira
238446,23,184,82,Spain,"CB,RB",Deportivo Alav茅s
239215,23,180,76,Nigeria,"CM,CDM",SD Huesca
227951,24,186,75,Scotland,CB,St. Johnstone FC
219759,29,177,75,Italy,"RM,LM,CM",Crotone
199535,30,184,80,Austria,"RB,RWB",RZ Pellets Wolfsberger AC
192110,26,175,73,Mexico,"LM,RM,CF",San Jose Earthquakes
248174,22,182,72,Morocco,"CAM,ST,CM",FC Ingolstadt 04
179822,34,181,70,South Africa,"CB,RB",Orlando Pirates
234350,23,170,64,Spain,"RM,LM",Real Oviedo
166764,33,182,80,Northern Ireland,GK,Dundee United
213614,26,186,80,Sweden,CM,BK H盲cken
173165,32,184,84,Italy,GK,U.C. Sampdoria
227693,23,174,70,North Macedonia,"LM,RM",Grasshopper Club Z眉rich
222573,24,181,80,Colombia,"CM,LM",Benevento
199277,31,180,66,Belgium,"CM,CAM",KV Kortrijk
192620,32,189,83,Germany,CB,FC Luzern
242284,23,176,69,Ghana,"ST,LM,CF",FC Cartagena
251776,26,177,73,Paraguay,"LB,LWB",Club Nacional
179840,33,193,88,Australia,"CB,CDM",Melbourne Victory
213375,31,172,67,Italy,CM,Venezia FC
202106,30,186,81,Germany,"CDM,CB",FC St. Pauli
256890,20,175,72,Germany,"CAM,LM,CM",Be艧ikta艧 JK
190330,30,187,84,Italy,"CM,CDM",AC Monza
243834,21,182,73,Serbia,"CAM,CM",FC Twente
225146,25,178,78,Benin,"CM,CDM",Valenciennes FC
223354,28,171,70,Romania,"LB,RB",Universitatea Craiova
214650,26,183,73,Norway,"CB,LB",Viking FK
204922,27,184,72,Austria,GK,FC Flyeralarm Admira
254585,22,165,65,Argentina,"RM,CM",San Lorenzo de Almagro
199803,30,190,89,Germany,GK,1. FC Saarbr眉cken
252793,19,188,73,England,CB,RSC Anderlecht
212601,27,185,87,Switzerland,ST,Al Tai
201081,29,188,85,Poland,"CB,RB",Lechia Gda艅sk
239224,23,181,71,Belgium,"CAM,LM",Royal Charleroi S.C.
222840,25,185,70,Senegal,LB,Estoril Praia
198776,27,168,60,Wales,CAM,Swindon Town
259959,24,182,70,Uruguay,CM,LDU Quito
259706,27,172,70,Paraguay,"LW,LM",Club Libertad
216187,31,182,80,Spain,CB,SD Amorebieta
260478,22,185,75,England,"RW,LWB,RWB",Huddersfield Town
169596,33,191,76,England,CB,Inter Miami CF
237438,25,190,83,Spain,ST,艢l膮sk Wroc艂aw
234622,28,184,78,France,"CDM,CM",CFR Cluj
220030,27,182,72,France,RB,N卯mes Olympique
254333,19,177,80,Bosnia and Herzegovina,"CAM,RW",Be艧ikta艧 JK
238461,23,191,83,Spain,"CDM,CM",CD Legan茅s
168317,36,189,85,Eritrea,ST,AIK
251260,25,191,87,Slovenia,ST,FC Z眉rich
