ID,Club,ClubNumber,ClubJoined
263191,AFC UTA Arad,3,2021
259094,Clube Sport Marítimo,9,2020
246550,AS Nancy Lorraine,5,2018
224790,Carlos A. Mannucci,3,2021
258325,Arsenal de Sarandí,11,2020
240922,SD Huesca,10,2018
207899,Club Atlético Peñarol,5,2021
256788,Racing Club de Lens,19,2020
229915,Club Atlético Nacional Potosí,17,2021
149791,Cambridge United,14,2020
255773,Gallos Blancos de Querétaro,20,2021
250909,FC Ingolstadt 04,26,2021
245277,Bologna,16,2017
241693,Go Ahead Eagles,2,2019
240925,FC Basel 1893,17,2021
236829,AS Nancy Lorraine,9,2021
193564,Cracovia,9,2020
242716,Houston Dynamo,12,2021
227868,RZ Pellets Wolfsberger AC,8,2020
225564,MSV Duisburg,37,2021
208668,Grenoble Foot 38,9,2020
205596,Blackpool,3,2020
256539,SV Ried,6,2018
248603,Nottingham Forest,6,2020
200981,Suwon Samsung Bluewings,27,2021
252436,Strømsgodset IF,6,2020
194091,Portsmouth,24,2020
248111,FC Farul Constanța,18,2021
238895,Lechia Gdańsk,20,2020
230447,Bahia,14,2021
217647,Vissel Kobe,21,2017
217391,Sparta Rotterdam,5,2020
215855,Charlton Athletic,3,2019
214319,Deportivo Pasto,28,2020
214063,Club de Deportes Cobresal,16,2019
248110,AFC Chindia Târgoviște,6,2021
221486,HJK Helsinki,5,2018
204078,Wisła Płock,10,2020
197166,Minnesota United FC,21,2021
252461,Abha Club,19,2019
251436,CD Tondela,28,2018
224300,Pogoń Szczecin,15,2014
260139,Club Cerro Porteño,31,2020
241967,SV Waldhof Mannheim 07,17,2020
252463,AZ Alkmaar,23,2019
242708,Atlanta United,29,2019
225584,Le Havre AC,11,2020
226580,Club Universidad Nacional,7,2020
224020,Club Atlético Nacional Potosí,9,2021
251923,AC Mineros de Guayana,7,2019
239379,Ajax,26,2017
236307,CFR Cluj,6,2021
235027,Reading,22,2016
228627,Al Nassr,13,2018
255505,KSV Cercle Brugge,19,2020
239377,FC Dallas,11,2021
238865,Universidad Técnica de Cajamarca,22,2020
228369,Barnsley,1,2014
227601,Rosenborg BK,25,2021
201265,Silkeborg IF,11,2021
255536,SK Sturm Graz,35,2020
240176,Gallos Blancos de Querétaro,26,2021
243841,Livingston FC,8,2015
209281,Al Raed,8,2021
253895,Club Always Ready,18,2021
224662,Eintracht Braunschweig,7,2021
233109,RKC Waalwijk,9,2020
232597,Gamba Osaka,4,2011
227477,Club Atlético Banfield,1,2017
257172,SSV Jahn Regensburg,10,2020
243604,Real Betis Balompié,39,2021
193427,Melbourne City FC,10,2018
247187,FC Midtjylland,74,2019
202131,Wigan Athletic,6,2021
193426,FC Ingolstadt 04,11,2019
239762,Cracovia,3,2017
251025,SD Amorebieta,25,2020
248465,Coventry City,18,2019
244881,FC Lokomotiv Moscow,71,2021
230801,Ettifaq FC,11,2017
226705,KV Oostende,77,2021
224150,Puebla FC,6,2020
193942,Nottingham Forest,8,2020
247696,Al Ain FC,13,2013
226711,F.C. Hansa Rostock,21,2019
234148,Sint-Truidense VV,22,2016
230308,Club Deportes Tolima,22,2019
193688,Aarhus GF,3,2016
251800,Antalyaspor,19,2019
251288,FC St. Pauli,18,2021
233880,SV Wehen Wiesbaden,6,2021
204184,SC Cambuur,5,2019
201112,Vegalta Sendai,27,2019
261015,Platense,20,2021
260247,AFC Bournemouth,27,2019
258455,Club Atlético Banfield,25,2020
238743,Antalyaspor,9,2020
169623,Jamshedpur FC,29,2020
233879,AFC Chindia Târgoviște,11,2018
230807,Ipswich Town,27,2016
263825,Valencia CF,36,2021
246416,Sunderland,7,2021
188836,Brighton & Hove Albion,23,2018
213133,Jagiellonia Białystok,21,2021
199053,Venezia FC,24,2019
198285,Huddersfield Town,21,2021
254860,Real Sociedad B,17,2019
244364,Inter,91,2019
237708,FC Utrecht,29,2020
228810,Vitória de Guimarães,15,2015
187337,Sarpsborg 08 FF,13,2021
237769,SK Rapid Wien,32,2019
216265,Middlesbrough,9,2021
213449,Pogoń Szczecin,41,2021
191944,Ulsan Hyundai FC,18,2019
238536,SC Cambuur,21,2018
237768,Sagan Tosu,13,2019
172232,BK Häcken,4,2018
231624,Karlsruher SC,24,2021
201869,Vancouver Whitecaps FC,31,2010
223629,Abha Club,7,2020
243856,Orlando Pirates,44,2018
232589,Kawasaki Frontale,17,2021
232848,Nagoya Grampus,3,2018
211600,Le Havre AC,12,2019
210832,N.E.C. Nijmegen,1,2019
202896,Central Coast Mariners,12,2020
263056,Hajduk Split,77,2021
241551,Stade Malherbe Caen,3,2017
230287,Fluminense,16,2021
250766,Servette FC,17,2017
222350,Shijiazhuang Ever Bright F.C.,11,2021
214414,América de Cali,18,2020
212366,Bolton Wanderers,8,2021
263566,Moreirense FC,2,2020
193421,UD Ibiza,15,2019
246157,SV Zulte Waregem,24,2017
242317,Arsenal de Sarandí,24,2018
252324,CD Mirandés,22,2019
255908,Club Bolívar,3,2020
245632,CF Fuenlabrada,38,2016
259707,Guaireña FC,20,2019
239023,Rotherham United,8,2017
234671,RKC Waalwijk,7,2018
214447,Barcelona Sporting Club,17,2021
260270,Club Deportivo Guabirá,20,2020
256942,FK Austria Wien,5,2020
232110,Melbourne City FC,1,2019
230830,Deportivo Toluca,19,2019
212910,Heart of Midlothian,21,2021
210862,Free agent,,2021
208302,Charlton Athletic,11,2020
259245,FC Zürich,20,2020
214701,Universidad Católica,7,2020
211373,BK Häcken,32,2021
202413,NorthEast United FC,14,2021
251052,AFC Chindia Târgoviște,10,2016
199088,Beijing Guoan FC,27,2019
207740,SC Cambuur,7,2017
226220,Houston Dynamo,8,2017
230268,Fluminense,17,2021
221824,Beijing Guoan FC,8,2011
237439,Sagan Tosu,4,2021
236415,Carlos A. Mannucci,2,2020
206207,Dundalk FC,19,2021
192126,AIK,10,2019
257406,Stade de Reims,13,2019
225406,Bohemian FC,1,2018
210046,Rotherham United,7,2020
253565,Aragua Fútbol Club,7,2020
239485,Sint-Truidense VV,40,2019
223357,New England Revolution,5,2021
213117,TSV 1860 München,7,2018
201085,Hibernian,23,2019
261756,New York City FC,8,2021
232316,Club Atlas,13,2021
247468,Gangwon FC,22,2021
214700,Unión La Calera,3,2017
208549,Vancouver Whitecaps FC,15,2019
245159,UD Ibiza,12,2021
231335,Club Always Ready,19,2021
203175,Sunderland,1,2019
255398,Real Sociedad B,11,2019
248230,SC Paderborn 07,28,2021
209062,IF Elfsborg,17,2012
262566,APOEL Nicosia FC,36,2021
262053,Manchester City,82,2021
193701,Ipswich Town,10,2019
258725,Göztepe SK,23,2020
257957,Heracles Almelo,5,2020
256421,Livingston FC,17,2020
239269,En Avant de Guingamp,22,2020
229285,1. FC Saarbrücken,26,2021
223909,West Bromwich Albion,36,2015
221605,BK Häcken,9,2021
242343,Club Atlético Lanús,29,2018
246951,Portland Timbers,44,2018
247467,Rosario Central,22,2019
188071,Macarthur FC,11,2020
232619,Sanfrecce Hiroshima,30,2014
260266,Club Deportivo Guabirá,29,2020
193706,FC Twente,43,2020
243882,SC Paderborn 07,16,2019
242090,FK Bodø/Glimt,9,2020
192169,BK Häcken,8,2017
246441,Oita Trinita,7,2015
211881,TSV 1860 München,5,2018
208297,Tromsø IL,8,2013
205225,Altay SK,28,2021
189352,IFK Norrköping,23,2019
248744,Oita Trinita,40,2019
236712,Sint-Truidense VV,27,2020
220584,Strømsgodset IF,1,2019
204968,NorthEast United FC,6,2020
238923,1. FC Saarbrücken,10,2021
189397,Vancouver Whitecaps FC,26,2021
226791,Heart of Midlothian,15,2016
227789,Suwon FC,7,2021
205005,FC Voluntari,66,2021
260044,RC Celta de Vigo,38,2019
253644,Sport Huancayo,30,2020
248780,Rodez Aveyron Football,21,2013
244940,SV Darmstadt 98,19,2021
230860,Vitória de Guimarães,92,2020
224460,Club Deportes Tolima,13,2018
262091,Roma,55,2020
251595,FC Midtjylland,44,2019
183499,Stabæk Fotball,3,2019
215755,Jagiellonia Białystok,10,2020
262859,Huddersfield Town,26,2020
192970,Plymouth Argyle,10,2019
243914,Aytemiz Alanyaspor,11,2020
238282,US Salernitana 1919,2,2017
213206,Austin FC,41,2021
216790,Plymouth Argyle,15,2018
228310,Urawa Red Diamonds,20,2020
238038,FC Luzern,6,2021
202199,Millwall,1,2021
264422,Stade Rennais FC,18,2021
208102,Odense Boldklub,5,2020
212710,RKC Waalwijk,21,2021
232166,Chicago Fire Football Club,21,2019
235213,Molde FK,12,2018
216526,Hibernian,13,2020
227278,BK Häcken,17,2015
251089,PGE FKS Stal Mielec,7,2020
229605,Blackpool,2,2021
239589,BSC Young Boys,9,2021
248805,CD Mirandés,24,2019
193765,Oud-Heverlee Leuven,1,2018
201940,Real Salt Lake,18,2019
194003,Raków Częstochowa,6,2017
238803,FC Erzgebirge Aue,8,2018
231123,SD Ponferradina,15,2020
204499,Charlton Athletic,24,2020
252114,River Plate,30,2019
233170,Tokushima Vortis,22,2019
248017,Sepsi OSK Sf. Gheorghe,90,2021
173518,Fleetwood Town,5,2021
247249,Swansea City,17,2021
160209,Centro Atlético Fénix,60,2021
209361,Wellington Phoenix,6,2019
252368,İttifak Holding Konyaspor,5,2019
260815,Girona FC,38,2020
253903,Metropolitanos de Caracas FC,21,2020
247503,Chicago Fire Football Club,2,2020
240847,KAS Eupen,36,2019
239567,Hallescher FC,2,2021
236751,Kristiansund BK,6,2010
259790,Unión de Santa Fe,39,2020
239078,1. FC Heidenheim 1846,9,2019
237031,FBC Melgar,9,2020
228325,Kalmar FF,20,2021
224488,Gazişehir Gaziantep F.K.,5,2020
251373,Viktoria Köln,18,2018
192237,Çaykur Rizespor,6,2020
224238,Cheltenham Town,15,2017
226542,Deportivo Pasto,1,2020
242670,Vitesse,22,2021
247278,New York Red Bulls,5,2021
247534,Stade Malherbe Caen,10,2019
216815,FC Paços de Ferreira,32,2021
232687,Kashiwa Reysol,20,2020
236271,LDU Quito,4,2019
253167,Parma,77,2020
254447,Club Atlético Palmaflor,17,2020
196848,Club Sporting Cristal,21,2020
231408,Charlton Athletic,18,2020
260080,Club Brugge KV,30,2021
217841,Eintracht Braunschweig,2,2020
221425,Nagoya Grampus,5,2021
243953,Seraing,12,2020
246001,Club Atlético Colón,8,2018
248049,CFR Cluj,27,2018
188145,AS Nancy Lorraine,3,2019
208370,SV Sandhausen,17,2015
241394,Toronto FC,20,2017
243442,SK Rapid Wien,4,2021
210134,Al Nassr,4,2021
241645,KV Kortrijk,21,2017
212973,Houston Dynamo,1,2020
235244,Toulouse Football Club,2,2021
239337,FC Würzburger Kickers,38,2020
225768,Panathinaikos FC,12,2018
235496,Rotherham United,18,2021
245736,Sanfrecce Hiroshima,14,2020
184040,Hannover 96,1,2020
253416,Real Betis Balompié,35,2018
254184,Universidad Técnica de Cajamarca,20,2020
193768,Charlton Athletic,16,2019
214761,Club Deportivo Jorge Wilstermann,13,2018
225769,Charlton Athletic,4,2021
227561,Seongnam FC,9,2021
231145,Accrington Stanley,10,2019
240873,Málaga CF,16,2021
220396,Aalborg BK,30,2021
260841,Vejle Boldklub,22,2021
261097,Club Atlético Independiente,32,2020
261865,Real Madrid CF,35,2019
203754,1. FC Saarbrücken,8,2016
229354,Fortuna Sittard,19,2021
229610,SG Dynamo Dresden,16,2020
232426,Sagan Tosu,22,2020
245226,FC Basel 1893,3,2019
264427,CD Tondela,11,2021
205291,Strømsgodset IF,7,2018
241131,Club Bolívar,23,2021
229349,Oxford United,4,2020
240333,Antalyaspor,5,2015
251364,Piast Gliwice,5,2019
241652,Viking FK,9,2021
235769,Blackpool,7,2016
148729,Viking FK,1,2014
200697,Wycombe Wanderers,6,2020
259576,Club Atlético Lanús,35,2020
183544,Shamrock Rovers,10,2021
204536,Universidad Técnica de Cajamarca,1,2020
252407,CD Tondela,4,2017
202231,Austin FC,16,2021
198135,Perth Glory,29,2020
238820,BSC Young Boys,24,2020
258037,Levante Unión Deportiva,7,2019
227573,US Quevilly Rouen Métropole,9,2021
263669,Estoril Praia,90,2021
236020,Santa Clara,17,2020
216791,Shrewsbury Town,5,2021
223732,Heracles Almelo,34,2021
221684,Austin FC,22,2021
229107,DSC Arminia Bielefeld,15,2020
204787,ATK Mohun Bagan FC,8,2020
260082,Valencia CF,32,2020
189938,FC Cincinnati,4,2019
179698,Club Atlético Huracán,3,2020
244948,Club Atlético Independiente,21,2018
243156,RCD Espanyol de Barcelona,27,2021
236244,Barnsley,20,2019
226004,Carlos A. Mannucci,13,2020
202708,SC Bastia,23,2021
205015,Wycombe Wanderers,2,2019
254201,Sociedad Deportiva Aucas,21,2019
207610,New York Red Bulls,18,2012
222970,Fatih Karagümrük S.K.,8,2021
223738,SC Heerenveen,22,2021
245461,Inter,49,2017
244949,En Avant de Guingamp,9,2019
229845,FC Lugano,14,2012
224981,Burgos CF,20,2021
223957,Royale Union Saint-Gilloise,21,2021
206549,Columbus Crew,24,2021
255700,SK Austria Klagenfurt,12,2020
248575,Karlsruher SC,19,2019
235263,Oxford United,5,2019
233727,Aberdeen,18,2015
254206,Orlando City Soccer Club,22,2021
208894,Lech Poznań,35,2020
235261,US Salernitana 1919,26,2021
233981,Associação Chapecoense de Futebol,16,2021
262140,RC Celta de Vigo,28,2020
235516,SC Heerenveen,13,2021
234492,Club de Deportes Cobresal,1,2021
233212,Örebro SK,27,2021
239611,Milton Keynes Dons,10,2021
237563,Amiens SC,17,2020
236283,Unión de Santa Fe,32,2017
235771,Crewe Alexandra,8,2016
232955,Yokohama FC,30,2021
229883,La Equidad,11,2021
255994,Barcelona Sporting Club,12,2020
230906,Club Independiente Santa Fe,13,2019
224250,F.C. Hansa Rostock,4,2020
213719,Atlanta United,25,2016
193013,Luton Town,1,2017
247009,Lillestrøm SK,5,2021
222431,Sandefjord Fotball,1,2018
242907,Roma,19,2021
251611,Fútbol Club Juárez,19,2019
253915,Club Universitario de Deportes,30,2021
230876,Accrington Stanley,6,2020
232668,St. Johnstone FC,6,2015
251868,Real Sporting de Gijón,14,2017
256476,Angers SCO,21,2020
193244,Chicago Fire Football Club,1,2020
232669,SSV Jahn Regensburg,15,2019
255965,Club Cerro Porteño,12,2020
228318,Burton Albion,39,2019
246750,SC Rheindorf Altach,27,2021
205535,Odense Boldklub,23,2018
238303,FK Haugesund,11,2017
239835,SønderjyskE,29,2017
250847,Heracles Almelo,4,2021
216288,SV Wehen Wiesbaden,10,2014
224225,Morecambe,18,2019
226785,Real Salt Lake,13,2017
240097,Swansea City,4,2021
194785,Sunderland,3,2018
233442,Nottingham Forest,24,2015
237538,AIK,22,2020
251362,Śląsk Wrocław,4,2019
206563,Livingston FC,18,2020
231139,Livingston FC,5,2020
186595,Shrewsbury Town,17,2021
235236,Odense Boldklub,7,2019
242651,FC Cincinnati,64,2021
176348,Suwon Samsung Bluewings,26,2010
223963,SV Zulte Waregem,33,2019
243929,Deportivo La Guaira FC,13,2021
206555,Peterborough United,1,2019
236247,Oxford United,26,2020
186839,Aberdeen,10,2018
253399,Stabæk Fotball,23,2019
193495,Grasshopper Club Zürich,8,2020
234200,Wisła Kraków,8,2021
206297,Zagłębie Lubin,3,2017
235225,FC Arouca,14,2021
189143,IFK Göteborg,7,2020
183513,Eintracht Frankfurt,31,2021
200667,Wigan Athletic,8,2021
173530,Ipswich Town,23,2021
245722,RZ Pellets Wolfsberger AC,3,2021
256730,USL Dunkerque,28,2018
226266,Unión La Calera,10,2020
209317,SG Dynamo Dresden,7,2020
220581,Toulouse Football Club,21,2021
258466,RCD Mallorca,31,2020
244133,SV Waldhof Mannheim 07,21,2021
252325,Málaga CF,26,2020
253093,FC Academica Clinceni,6,2020
213670,Östersunds FK,8,2019
192165,Hammarby IF,9,2020
232614,Vegalta Sendai,19,2021
169638,Colchester United,23,2021
251558,RKC Waalwijk,20,2019
255140,Valencia CF,38,2019
243622,Accrington Stanley,12,2020
257188,Al Ain FC,15,2020
254372,Universidad Técnica de Cajamarca,25,2020
216227,Ipswich Town,19,2018
223907,Kalmar FF,7,2019
230819,Sheffield Wednesday,7,2015
239523,Viktoria Köln,3,2020
246691,Shimizu S-Pulse,38,2021
190883,New England Revolution,28,2021
202916,Atakaş Hatayspor,19,2021
204196,Seraing,24,2019
224420,Sepsi OSK Sf. Gheorghe,15,2021
237988,Shimizu S-Pulse,4,2021
243364,Avispa Fukuoka,17,2021
193958,Portsmouth,3,2018
253348,Independiente del Valle,4,2016
252326,Club Atlético de San Luis,8,2019
201132,Górnik Zabrze,26,2021
162471,Perth Glory,10,2020
260267,Club Deportivo Guabirá,22,2020
191915,Ulsan Hyundai FC,36,2018
225708,Club The Strongest,10,2013
240812,AFC Chindia Târgoviște,8,2021
242092,IF Elfsborg,21,2019
201901,Sunderland,15,2021
216237,ESTAC Troyes,15,2021
216493,Hallescher FC,21,2020
163757,Lincoln City,16,2020
231597,Deportivo La Guaira FC,42,2021
234669,FC Basel 1893,13,2016
251565,PEC Zwolle,8,2019
186541,Mazatlán Futbol Club,3,2021
243041,Hallescher FC,24,2018
209323,Radomiak Radom,13,2021
226216,Bengaluru FC,6,2021
237226,Djurgårdens IF,2,2020
232874,Shonan Bellmare,16,2021
222378,Arsenal de Sarandí,26,2021
222122,Portland Timbers,20,2021
204458,Burton Albion,4,2021
191657,Pohang Steelers,77,2021
252073,FC Ingolstadt 04,35,2019
247721,Borussia Dortmund,37,2019
232617,Sanfrecce Hiroshima,16,2020
140201,Cerezo Osaka,20,2021
247976,AFC Chindia Târgoviște,33,2021
242856,LA Galaxy,26,2018
232872,Kashima Antlers,15,2016
256097,Deportivo Alavés,27,2019
233047,Swansea City,22,2020
198241,Chennaiyin FC,17,2021
260184,Tokushima Vortis,10,2018
236890,Toulouse Football Club,5,2021
231514,Silkeborg IF,22,2021
231258,Newell's Old Boys,12,2019
198490,BK Häcken,6,2017
193113,1. FC Saarbrücken,25,2017
256345,Dynamo Kyiv,22,2021
237913,Oita Trinita,15,2020
225625,Ipswich Town,24,2019
202841,Motherwell,3,2019
202073,Toronto FC,3,2021
196953,Ipswich Town,22,2018
261208,Wisła Kraków,92,2021
260952,FC Nordsjælland,32,2020
240728,SønderjyskE,4,2021
250976,Royal Charleroi S.C.,5,2021
167512,Shrewsbury Town,7,2015
253527,Sport Huancayo,14,2012
251223,FC Dallas,16,2019
223537,SpVgg Greuther Fürth,9,2020
203095,Shamrock Rovers,2,2020
263255,Moreirense FC,23,2021
257878,Real Sociedad B,18,2021
255830,Gamba Osaka,29,2020
232790,Vissel Kobe,18,2019
264022,Sporting CP,87,2021
257431,Hokkaido Consadole Sapporo,35,2021
53655,Hokkaido Consadole Sapporo,48,2017
232343,Club Atlético Central Córdoba,14,2019
238938,Eintracht Braunschweig,9,2021
239706,Gazişehir Gaziantep F.K.,21,2021
116314,West Ham United,25,2019
210011,FC U Craiova 1948,27,2021
247904,CS Mioveni,25,2021
246112,Real Sociedad B,21,2021
242528,Vitesse,29,2016
224864,Çaykur Rizespor,11,2021
224608,Shanghai Port FC,6,2005
208992,Al Faisaly,17,2021
243807,Livingston FC,10,2018
224095,Le Havre AC,18,2020
221279,Rochdale,23,2021
255838,Legia Warszawa,17,2020
252254,FC Flyeralarm Admira,37,2020
251486,Santa Clara,21,2019
234846,Hallescher FC,1,2020
199774,Degerfors IF,9,2020
263518,Boca Juniors,37,2020
236637,Sheffield Wednesday,8,2021
214365,Club Deportivo Guabirá,8,2020
202589,Odisha FC,10,2021
263005,Pau FC,10,2021
260188,Tokushima Vortis,7,2017
259164,Göztepe SK,2,2020
253276,Boavista FC,26,2021
232540,Shonan Bellmare,42,2021
190555,Real Oviedo,23,2017
186715,San Jose Earthquakes,6,2011
240987,Plymouth Argyle,1,2018
222299,Beijing Guoan FC,18,2017
219566,Strømsgodset IF,9,2021
192328,SK Sturm Graz,18,2016
247601,Swansea City,46,2019
237116,Colorado Rapids,24,2017
211096,St. Mirren,22,2020
216472,Zagłębie Lubin,2,2021
264424,Paris FC,40,2021
262376,Club Universidad Nacional,8,2021
254951,Club Atlético Banfield,15,2019
253927,Metropolitanos de Caracas FC,20,2019
183527,Tranmere Rovers,8,2020
243431,Burgos CF,12,2017
242919,Adana Demirspor,2,2018
237799,Yokohama F. Marinos,41,2019
225511,Birmingham City,27,2014
224487,St. Mirren,9,2021
258534,Getafe CF,27,2021
247014,Columbus Crew,30,2019
234726,Real Sporting de Gijón,18,2019
222438,Beijing Guoan FC,14,2019
221926,FC Sion,20,2020
208614,Wisła Kraków,6,2021
201958,Shrewsbury Town,4,2019
244028,TSV 1860 München,27,2018
204860,Burton Albion,9,2020
181989,San Jose Earthquakes,25,2019
194363,Shonan Bellmare,10,2020
255798,Club The Strongest,2,2021
195126,Portsmouth,9,2019
263991,Gil Vicente FC,27,2021
201527,Odense Boldklub,4,2017
222519,FK Haugesund,22,2014
224311,Aalborg BK,25,2014
230455,Cuiabá,21,2021
215864,Doncaster Rovers,20,2021
228408,St. Mirren,43,2015
234296,AIK,19,2019
237368,Chamois Niortais Football Club,27,2019
239928,1. FC Magdeburg,5,2018
244024,FC Bayern München,45,2019
233017,Daegu FC,8,2016
244537,Altay SK,2,2021
188985,Kristiansund BK,10,2015
230458,Fortaleza,7,2021
244538,FC Flyeralarm Admira,4,2018
237371,BK Häcken,7,2020
260325,Avispa Fukuoka,11,2020
206565,Heart of Midlothian,7,2019
243254,Östersunds FK,20,2019
223968,FC Luzern,90,2021
198624,St. Mirren,4,2020
262880,FC Midtjylland,37,2020
258783,Gil Vicente FC,61,2020
253407,Leeds United,42,2020
247519,BSC Young Boys,19,2019
244703,Yukatel Kayserispor,24,2021
242655,Nîmes Olympique,19,2018
237535,Sanfrecce Hiroshima,17,2021
237023,Chamois Niortais Football Club,20,2021
223967,FC St. Gallen 1879,34,2017
211935,Sanfrecce Hiroshima,20,2020
257502,FC Twente,5,2020
224734,İstanbul Başakşehir FK,99,2017
262622,GZT Giresunspor,2,2020
177885,Gazişehir Gaziantep F.K.,7,2019
226781,Sporting Kansas City,11,2020
186882,Jagiellonia Białystok,1,2020
250882,FC Cartagena,14,2020
232194,CD Antofagasta,14,2014
218848,Club Always Ready,11,2020
232928,Vegalta Sendai,8,2018
203237,FC Seoul,1,2011
254176,FBC Melgar,5,2018
247268,Sanfrecce Hiroshima,24,2018
199908,Wisła Kraków,91,2020
263396,SD Ponferradina,27,2021
255971,Club Atlético Huracán,5,2020
187363,Club Universidad Nacional,20,2020
248035,Gaz Metan Mediaş,23,2021
242915,Górnik Zabrze,11,2021
222691,Seongnam FC,11,2017
212451,Cracovia,18,2021
203491,Sunderland,10,2020
244194,Heart of Midlothian,5,2018
242914,LASK Linz,38,2021
241890,Rapid București,8,2020
237794,Tokushima Vortis,15,2019
231650,FC Sion,5,2017
227810,Mjøndalen IF,18,2019
253409,Aarhus GF,11,2019
240865,Lincoln City,11,2020
259296,Club Atlético Rentistas,1,2021
251446,PAOK,6,2019
241206,Vissel Kobe,1,2016
229073,Tranmere Rovers,2,2021
216269,Türkgücü München,19,2021
257484,AZ Alkmaar,25,2019
257228,SC Rheindorf Altach,17,2020
232908,Shonan Bellmare,14,2020
262348,SC Bastia,8,2018
257483,Sportclub Verl,8,2020
256459,KSV Cercle Brugge,4,2021
240331,Plymouth Argyle,28,2020
160203,Cerro Largo Fútbol Club,50,2021
203210,Bradford City,6,2021
262858,FC Twente,27,2020
253129,Unión de Santa Fe,21,2019
240585,Barnsley,3,2017
238793,SV Werder Bremen,37,2018
229065,Sepsi OSK Sf. Gheorghe,82,2021
255432,Club Bolívar,17,2021
251336,IF Elfsborg,5,2019
220872,St. Mirren,11,2021
260295,FC Utrecht,17,2021
194759,Leyton Orient,19,2021
260812,Universidad Técnica de Cajamarca,4,2021
224973,CF Fuenlabrada,22,2021
215495,FC Sion,34,2013
231885,Perth Glory,8,2020
263633,FC Arouca,19,2021
261072,Club Atlético Banfield,18,2021
258768,CA Osasuna,35,2021
242640,Vålerenga Fotball,17,2021
211152,Al Hilal,23,2020
189391,Hyderabad FC,5,2021
253135,Argentinos Juniors,10,2019
230607,TSV 1860 München,20,2021
160207,Cerro Largo Fútbol Club,51,2021
206031,FC Farul Constanța,10,2021
258510,WSG Tirol,20,2020
253902,Club Universitario de Deportes,27,2019
247758,Amiens SC,22,2019
236750,FK Bodø/Glimt,27,2021
230094,Piast Gliwice,29,2021
226510,Blackpool,23,2020
225998,Heart of Midlothian,8,2021
198094,Colorado Rapids,32,2020
232397,Centro Atlético Fénix,23,2019
248007,FC Botoşani,19,2018
262343,SC Bastia,11,2019
238902,Al Fayha,4,2012
256307,KRC Genk,24,2019
235572,Accrington Stanley,5,2015
243252,Burton Albion,37,2021
244020,FC Paços de Ferreira,13,2021
246324,Vegalta Sendai,14,2019
257332,1. FC Heidenheim 1846,18,2020
261172,Platense,10,2019
199477,US Quevilly Rouen Métropole,5,2021
207925,Club River Plate Asunción,19,2019
217653,Yokohama FC,4,2021
234293,HJK Helsinki,37,2020
239925,VfL Osnabrück,26,2017
241973,CD Lugo,16,2021
251189,KSV Cercle Brugge,34,2019
189237,SC Rheindorf Altach,16,2013
210742,Hibernian,20,2019
146486,SD Amorebieta,1,2019
227894,Deportivo Pasto,18,2021
231222,Club Atlético Huracán,28,2016
234294,HJK Helsinki,10,2020
219700,Piast Gliwice,17,2020
254003,Real Sociedad B,5,2018
255686,Club Universidad Nacional,33,2021
235059,Bristol Rovers,7,2019
252870,Yukatel Kayserispor,14,2019
252358,Grenoble Foot 38,10,2019
251846,Gaz Metan Mediaş,98,2019
243398,FC Botoşani,47,2020
155334,Incheon United FC,4,2021
263366,Belenenses SAD,18,2020
244421,Vegalta Sendai,22,2021
231109,AJ Auxerre,6,2019
220357,Al Shabab,6,2020
195012,Perth Glory,7,2021
253892,Club Atlético Rentistas,22,2021
251076,FCSB (Steaua),89,2019
210482,Randers FC,8,2019
234290,Barnsley,24,2019
246834,Clube Sport Marítimo,23,2020
260658,Racing Club de Lens,5,2021
198195,Türkgücü München,25,2020
229171,1. FC Kaiserslautern,11,2020
234291,IF Elfsborg,15,2020
244277,Wigan Athletic,2,2018
228751,Lecce,19,2020
231575,Club Bolívar,11,2019
220650,Sligo Rovers,15,2021
245566,Benevento,14,2021
240446,Wigan Athletic,16,2020
225342,Oxford United,13,2014
210494,TSV Egger Glas Hartberg,20,2021
257341,1. FC Saarbrücken,28,2020
243773,FC Red Bull Salzburg,29,2018
255036,SG Dynamo Dresden,35,2019
254268,FC Twente,26,2021
244284,LASK Linz,4,2021
230888,Melbourne City FC,8,2020
232424,Oita Trinita,14,2020
170472,Strømsgodset IF,3,2016
248040,Free agent,,2019
251880,Universitatea Craiova,17,2019
253928,Metropolitanos de Caracas FC,19,2020
258536,RC Celta de Vigo,26,2020
219625,Platense,30,2021
244201,Plymouth Argyle,31,2018
187113,SK Brann,6,2021
251198,Everton,50,2019
204095,Gillingham,2,2020
225087,Al Shabab,27,2020
260417,Club Atlético de San Luis,3,2021
259139,Racing Club de Lens,20,2020
254019,Montpellier Hérault SC,23,2018
243523,Gamba Osaka,13,2018
240451,SSV Jahn Regensburg,4,2018
173891,Burton Albion,10,2014
209475,Accrington Stanley,7,2021
203331,Bolton Wanderers,23,2020
195905,Club Bolívar,5,2016
259905,Sociedad Deportiva Aucas,22,2021
242751,Blackburn Rovers,24,2018
254273,FC Lokomotiv Moscow,8,2021
244801,Nagoya Grampus,9,2020
243009,Free agent,,2019
251456,PEC Zwolle,3,2021
240448,Real Salt Lake,6,2018
234816,AD Alcorcón,14,2021
200256,SV Meppen,8,2016
259903,Guayaquil City FC,15,2018
258025,Sepsi OSK Sf. Gheorghe,77,2020
231402,Ipswich Town,3,2021
242500,AFC UTA Arad,4,2020
236010,Grasshopper Club Zürich,28,2021
236270,CS Emelec,18,2020
236782,Estoril Praia,11,2021
