ID,FullName,ValueEUR,WageEUR,ClubPosition,ClubNumber,NationalTeam,PreferredFoot,IntReputation,AttackingWorkRate,DefensiveWorkRate
190196,Zargo Touré,825000,2000,SUB,23,Not in team,Right,1,Medium,Medium
226431,Leonardo da Silva Lopes,2400000,5000,CM,22,Not in team,Right,1,Medium,Medium
229501,Victor Hugo Silva Braga,1000000,3000,SUB,1,Not in team,Right,1,Medium,Medium
232573,Ken Matsubara,1100000,5000,SUB,27,Not in team,Right,1,High,Medium
234877,Fabijan Buntić,1500000,5000,GK,24,Not in team,Left,1,Medium,Medium
208766,Omri Altman,1300000,4000,SUB,15,Not in team,Right,1,High,Medium
226686,Max Christiansen,1700000,8000,SUB,13,Not in team,Right,1,Medium,Medium
210303,Denis Linsmayer,1000000,8000,CDM,23,Not in team,Left,1,Medium,Medium
235647,Hans Nunoo Sarpei,1700000,8000,RES,14,Not in team,Right,1,Medium,Medium
253052,Issa Kabore,2800000,24000,RWB,29,Not in team,Right,1,High,Medium
236671,Ángelo Martino,2300000,5000,SUB,21,Not in team,Left,1,High,Medium
242815,Dominik Fitz,2700000,7000,CAM,36,Not in team,Right,1,High,Low
194431,Mikkel Kirkeskov,1100000,9000,LB,2,Not in team,Left,1,High,Medium
169600,Danny Simpson,450000,12000,SUB,2,Not in team,Right,1,Low,High
238464,Jan Mlakar,2700000,500,ST,29,Not in team,Right,1,High,Medium
228225,Wes Harding,1500000,4000,SUB,2,Not in team,Right,1,Medium,Medium
232870,Naomichi Ueda,1400000,3000,CB,5,Not in team,Right,1,Medium,Medium
221820,Xizhe Zhang,1200000,8000,CM,10,China PR,Right,1,Medium,Low
234472,Mads Bech Sørensen,2500000,14000,SUB,29,Not in team,Left,1,Low,Medium
242406,André Clóvis Silva Filho,2400000,3000,ST,9,Not in team,Right,1,Medium,Low
235495,Cebrail Karayel,1300000,6000,RB,90,Not in team,Right,1,Medium,Medium
234983,Qazim Laçi,1700000,3000,CDM,10,Not in team,Right,1,High,Medium
226535,Sam Johnson,1200000,2000,SUB,50,Not in team,Right,1,High,Low
223207,Ádám Lang,0,0,,,Hungary,Right,1,Medium,Medium
215527,Freek Heerkens,825000,4000,CB,3,Not in team,Right,1,Low,High
202215,Joe Willis,600000,3000,GK,1,Not in team,Left,1,Medium,Medium
239590,Ramiro González,1000000,9000,SUB,23,Not in team,Right,1,Medium,Medium
220028,Sam Adekugbe,1500000,6000,LB,23,Canada,Left,1,High,High
222587,Franco Escobar,1500000,3000,SUB,4,Not in team,Right,1,Medium,High
232571,Shinnosuke Nakatani,1600000,3000,CB,4,Not in team,Right,1,Medium,High
233851,Jack Taylor,1800000,5000,SUB,8,Not in team,Right,1,Medium,Medium
237435,Ryotaro Meshino,2700000,35000,SUB,26,Not in team,Right,1,High,Medium
254587,Matías Esquivel,2700000,6000,SUB,11,Not in team,Left,1,Medium,Medium
210044,Christian Burgess,1000000,7000,CB,16,Not in team,Right,1,Medium,High
230273,Antonaldo V. Laforte Beretta,1200000,10000,SUB,19,Not in team,Right,1,Medium,Medium
253569,Angel Quiñonez,1800000,500,RM,11,Not in team,Right,1,Medium,Low
255105,Ilya Shkurin,2000000,500,SUB,73,Not in team,Right,1,Medium,Medium
206472,Kwang Min Ko,825000,2000,LB,27,Not in team,Right,1,Medium,Medium
147846,Marius Constantin,220000,4000,SUB,23,Not in team,Right,1,Medium,High
239494,Maximilian Thalhammer,2300000,6000,SUB,23,Not in team,Right,1,High,High
248710,Paulino de la Fuente Gómez,1900000,4000,RM,7,Not in team,Left,1,Medium,Medium
256902,Victor Lobry,1600000,3000,CAM,19,Not in team,Left,1,Medium,Medium
214151,Juan Mahecha,600000,850,SUB,24,Not in team,Right,1,Medium,High
198024,Yann-Erik de Lanlay,1200000,3000,SUB,11,Not in team,Right,1,High,Medium
207496,Juan Sánchez Sotelo,775000,2000,ST,9,Not in team,Left,1,Medium,Low
215938,Marc Dal Hende,1000000,6000,LB,5,Not in team,Left,1,High,High
239496,Yassin Fekir,1900000,9000,RES,31,Not in team,Right,1,High,Medium
254088,Amad Diallo,3100000,12000,RES,16,Not in team,Left,1,High,Medium
200841,Carl Jenkinson,1100000,18000,RES,16,Not in team,Right,1,High,High
207753,Ban Suk Oh,575000,2000,CB,26,Not in team,Right,1,Low,High
208521,Frédéric Brillant,220000,2000,SUB,13,Not in team,Right,1,Medium,Medium
182409,Chengdong Zhang,825000,6000,RB,28,Not in team,Right,1,Medium,High
255109,David Tijanić,2400000,6000,SUB,43,Not in team,Right,1,High,Medium
240773,Rhys Norrington-Davies,2600000,9000,LWB,33,Wales,Left,1,High,Medium
239493,Makana Baku,2700000,6000,SUB,14,Not in team,Right,1,High,Medium
236165,Paulo Bernard Daineiro Cruz,1300000,6000,SUB,27,Not in team,Right,1,High,Medium
183940,Vurnon Anita,800000,3000,CM,6,Not in team,Right,2,Medium,Medium
237700,Tosin Kehinde,1900000,5000,RM,10,Not in team,Right,1,High,Medium
167812,Semih Kaya,1000000,6000,RB,26,Not in team,Right,1,Low,High
155524,Richard Stearman,575000,6000,SUB,16,Not in team,Right,1,Medium,Medium
199812,Ryan Allsop,825000,5000,SUB,31,Not in team,Right,1,Medium,Medium
252291,Pedro Augusto Borges da Costa,2300000,3000,SUB,6,Not in team,Left,1,Medium,Medium
251779,Gabriel Debeljuh,1800000,7000,ST,22,Not in team,Right,1,Medium,Low
234371,Rémy Descamps,1300000,7000,SUB,16,Not in team,Left,1,Medium,Medium
220291,Leonel González,1300000,4000,SUB,3,Not in team,Left,1,High,Medium
214915,Claudio Sepúlveda,1000000,3000,CM,6,Not in team,Right,1,Medium,Medium
242306,Guillermo Soto,1300000,2000,RB,20,Not in team,Right,1,Low,High
172418,İlhan Parlak,575000,7000,SUB,23,Not in team,Right,1,High,Low
232066,Walter González,1600000,600,SUB,9,Not in team,Right,1,Medium,Medium
200168,Jonathan Heris,1000000,5000,CB,28,Not in team,Right,1,Medium,High
254952,Isidro Pitta,2700000,4000,SUB,9,Not in team,Right,1,High,Medium
225530,Obbi Oularé,1600000,17000,SUB,58,Not in team,Right,1,Medium,Low
211955,Ulrich Taffertshofer,1000000,3000,CDM,8,Not in team,Right,1,Medium,High
245247,Fabricio Domínguez,2600000,6000,RES,8,Not in team,Right,1,High,Medium
250868,Rémy Boissier,1400000,3000,CM,6,Not in team,Right,1,Medium,High
175092,Maynor Figueroa,220000,2000,SUB,15,Not in team,Left,2,Medium,Medium
183795,Georg Margreitter,775000,5000,CB,33,Not in team,Right,1,Medium,High
247027,Ruan Gregório Teixeira,1500000,3000,RB,2,Not in team,Right,1,Medium,High
240371,Adam Jakubech,1400000,8000,RES,16,Not in team,Right,1,Medium,Medium
247026,András Schäfer,0,0,,,Hungary,Right,1,Medium,Medium
235519,Ibrahim Drešević,2200000,3000,CB,14,Not in team,Right,1,Medium,Medium
244210,Jaime Suárez Juesas,2300000,4000,CM,14,Not in team,Right,1,Low,Medium
228082,Dženis Burnić,2700000,9000,SUB,20,Not in team,Left,1,Medium,Medium
198642,Dan Peter Ulvestad,775000,2000,CB,5,Not in team,Right,1,Medium,High
260593,Gonzalo Abrego,1900000,3000,CDM,32,Not in team,Right,1,Medium,Medium
257265,Matheus de Barros da Silva,1800000,5000,SUB,13,Not in team,Right,1,High,Medium
188657,Declan Rudd,800000,10000,SUB,1,Not in team,Right,1,Medium,Medium
236543,Gastón Guruceaga,1400000,500,GK,12,Not in team,Left,1,Medium,Medium
234239,Gauthier Hein,1600000,3000,RM,7,Not in team,Left,1,High,Medium
257000,Andrea Carboni,2700000,8000,CB,44,Not in team,Left,1,Medium,Medium
202749,Oh Gyu Kim,775000,3000,CB,35,Not in team,Right,1,Medium,High
238330,Levan Shengelia,1500000,6000,SUB,19,Not in team,Left,1,Medium,Low
244474,Mihai Bordeianu,1200000,7000,SUB,37,Not in team,Right,1,Medium,Medium
237307,Henry Wingo,1600000,500,SUB,31,Not in team,Right,1,High,Medium
200700,Alexander Merkel,1200000,7000,CDM,52,Not in team,Right,1,Medium,Medium
202748,Moo Yol Go,1200000,4000,ST,10,Not in team,Left,1,High,Low
251644,Odei Onaindia Zabala,825000,4000,CB,5,Not in team,Right,1,Low,Medium
239357,Christian Gebauer,1300000,10000,RM,22,Not in team,Right,1,Medium,Medium
230143,Kastriot Dermaku,1000000,2000,RES,34,Not in team,Left,1,Medium,Medium
253181,Aiyegun Tosin,2700000,7000,RES,15,Not in team,Right,1,Medium,Medium
217086,Cedric Amissi,1000000,10000,CDM,17,Not in team,Right,1,High,High
240638,Tijjani Reijnders,2400000,4000,SUB,24,Not in team,Right,1,Medium,Medium
242174,Daniel Mantilla,1800000,800,RW,18,Not in team,Right,1,High,Medium
212223,Sean Maguire,1400000,15000,ST,24,Not in team,Right,1,High,High
229375,Elijah Adebayo,1900000,6000,ST,11,Not in team,Right,1,Medium,Medium
178417,Charlie Mulgrew,325000,2000,CB,4,Not in team,Left,1,High,Medium
233457,Ho Ik Jang,1200000,3000,CB,35,Not in team,Right,1,Medium,High
228593,Vincent Sierro,1800000,7000,SUB,8,Not in team,Right,1,Medium,Medium
220139,Sammie Szmodics,1500000,6000,CAM,7,Not in team,Right,1,High,Medium
169708,Sam Hutchinson,825000,3000,CB,5,Not in team,Right,1,Low,High
220140,Frankie Kent,1500000,5000,CB,6,Not in team,Right,1,Medium,High
260843,Anass Zaroury,2700000,5000,ST,70,Not in team,Right,1,High,Medium
259307,Malo Gusto,2700000,6000,SUB,17,Not in team,Right,1,Medium,Medium
248811,Bruno Miguel Ponces Lourenço,2700000,3000,CAM,20,Not in team,Left,1,High,Medium
248043,Gabriel Vașvari,400000,5000,SUB,8,Not in team,Right,1,Medium,Medium
251626,Milan van Ewijk,2500000,3000,RB,27,Not in team,Right,1,Medium,Medium
226033,Elliot Käck,875000,3000,LB,5,Not in team,Left,1,High,Medium
244970,Yohann Magnin,2300000,6000,RES,7,Not in team,Right,1,Medium,Medium
236522,Enrico Brignola,2700000,6000,SUB,30,Not in team,Left,1,Medium,Medium
214250,Manuel Palacios,1200000,4000,RW,82,Not in team,Right,1,Medium,Medium
193001,Riad Nouri,400000,2000,LM,5,Not in team,Right,1,Medium,Medium
238569,Kingsley Schindler,1300000,11000,RES,17,Not in team,Right,1,Medium,Medium
206313,Joseph Lopy,1000000,3000,CDM,8,Not in team,Right,1,High,Medium
237548,Oussama Haddadi,1000000,6000,LB,5,Not in team,Left,1,High,Medium
199917,Jake Forster-Caskey,1400000,4000,SUB,8,Not in team,Left,1,High,Medium
201965,Simon Thern,1200000,3000,CM,20,Not in team,Right,1,High,Medium
184301,Jay Emmanuel-Thomas,1200000,4000,ST,14,Not in team,Left,1,Low,Low
201966,Alexander Søderlund,775000,2000,SUB,16,Not in team,Right,1,Medium,Medium
136686,Young Kwang Kim,130000,1000,GK,41,Not in team,Right,2,Medium,Medium
230638,Jhon Vásquez,1400000,1000,RM,7,Not in team,Right,1,Medium,Medium
169710,Liam Bridcutt,800000,5000,CDM,23,Not in team,Right,1,Low,High
202223,Justin Meram,950000,4000,LM,9,Not in team,Right,1,Medium,Medium
223727,Craig MacGillivray,1000000,3000,GK,1,Not in team,Right,1,Medium,Medium
245231,Billy Arce,2500000,500,SUB,11,Not in team,Right,1,Medium,Medium
214000,Yordy Reyna,1300000,4000,SUB,29,Not in team,Right,1,High,Low
237040,Dimitrios Nikolaou,1800000,6000,CB,43,Not in team,Left,1,Low,Medium
244464,Eryc Castillo,1400000,9000,SUB,7,Not in team,Right,1,High,High
254448,Miguel Parrales,1800000,500,ST,9,Not in team,Right,1,High,Low
260592,Benjamin Šeško,3100000,5000,SUB,30,Not in team,Right,1,Medium,Medium
206065,Simon Sluga,1100000,5000,GK,12,Not in team,Right,1,Medium,Medium
198133,Leandro Bacuna,1200000,14000,RW,7,Not in team,Right,1,Medium,Medium
208631,Filip Starzyński,1200000,4000,CM,18,Not in team,Right,1,Medium,Low
238965,Orestis Kiomourtzoglou,1700000,3000,SUB,6,Not in team,Right,1,Medium,High
225139,Keagan Dolly,1200000,500,RES,10,Not in team,Left,1,High,Medium
222066,Leonardo Villalba,1400000,500,SUB,8,Not in team,Right,1,High,Medium
232562,Kosuke Nakamura,1300000,3000,SUB,32,Not in team,Right,1,Medium,Medium
239986,Javier Alonso Bello,2600000,3000,RES,25,Not in team,Left,1,Medium,Medium
260823,Nicolò Fagioli,2900000,18000,RES,34,Not in team,Right,1,Medium,Medium
182743,Thorsten Kirschbaum,210000,4000,SUB,21,Not in team,Left,1,Medium,Medium
223344,Shihao Wei,1600000,10000,ST,7,Not in team,Right,1,High,Low
251504,Manconi Soriano Mané,2200000,5000,SUB,16,Not in team,Right,1,Medium,High
213105,Lee Evans,1300000,5000,CDM,8,Not in team,Right,1,Medium,Medium
223857,Oscar Salinas,750000,2000,ST,19,Not in team,Right,1,High,High
231025,Hugo José Rama Calviño,1900000,3000,CM,10,Not in team,Right,1,Medium,High
243057,Neco Williams,2800000,21000,RES,76,Wales,Right,1,Medium,Medium
259953,Álvaro Brun,550000,500,CDM,17,Not in team,Right,1,Medium,High
200818,Bruno Uvini Bortolança,1000000,5000,SUB,5,Not in team,Right,1,Low,Medium
213106,Rúnar Már Sigurjónsson,1000000,7000,CM,8,Iceland,Right,1,High,Medium
241010,Marcelo Ortíz,1300000,5000,SUB,2,Not in team,Right,1,Medium,Medium
254578,David Ayala,2900000,1000,SUB,5,Not in team,Left,1,Medium,Medium
256370,Gustav Ludwigson,1300000,3000,LF,16,Not in team,Right,1,High,High
263283,Marian Tvrdon,1100000,500,SUB,13,Not in team,Right,1,Medium,Medium
213619,Sebastián Sáez,400000,1000,ST,18,Not in team,Right,1,High,Low
213878,Welinton Júnior Ferreira dos Santos,1200000,4000,SUB,39,Not in team,Right,1,Medium,Medium
216182,Mario Leitgeb,600000,7000,CDM,16,Not in team,Right,1,Medium,High
243574,Zachary Brault-Guillard,1800000,3000,RWB,15,Canada,Right,1,High,Medium
245368,Güven Yalçın,2500000,15000,RES,50,Not in team,Right,1,High,Medium
201083,Michał Kucharczyk,1200000,4000,RM,18,Not in team,Right,1,High,Medium
200059,Colin Coosemans,950000,7000,SUB,26,Not in team,Right,1,Medium,Medium
239738,Jesús Angulo,2600000,5000,CB,27,Not in team,Left,1,Medium,High
228730,Saúl Salcedo,2200000,500,SUB,5,Not in team,Right,1,Medium,High
225145,Ramahlwe Mphahlele,875000,500,RB,2,Not in team,Right,1,Medium,Medium
157305,Rasmus Lindgren,220000,2000,SUB,21,Not in team,Right,1,Medium,Medium
204153,Yannick Stark,1000000,6000,CDM,5,Not in team,Right,1,High,Medium
253816,Christian Larotonda,2600000,500,CM,5,Not in team,Right,1,Medium,Medium
244344,Giannis Masouras,1600000,500,SUB,16,Not in team,Right,1,Medium,Medium
186998,William Yarbrough,600000,3000,GK,22,Not in team,Right,1,Medium,Medium
216184,Stefan Nutz,1200000,5000,CAM,22,Not in team,Left,1,Medium,Medium
219767,Oumar Diakhité,1200000,3000,SUB,25,Not in team,Right,1,Low,Medium
214135,Julián Quiñónes,825000,950,SUB,3,Not in team,Right,1,Medium,Medium
201847,Louis Bostyn,1100000,5000,GK,25,Not in team,Right,1,Medium,Medium
189558,Bartosz Salamon,1000000,4000,CB,18,Not in team,Right,1,Medium,Medium
188278,Mark Birighitti,800000,1000,GK,1,Not in team,Right,1,Medium,Medium
253302,Maximiliano Cantera,1200000,550,SUB,30,Not in team,Right,1,Medium,Low
244085,Aygün Yıldırım,1400000,6000,SUB,8,Not in team,Right,1,High,Medium
223603,Fabian Bredlow,1200000,8000,SUB,33,Not in team,Left,1,Medium,Medium
230515,Vágner Nilson Rosa Cadete,1200000,7000,SUB,18,Not in team,Left,1,Medium,Medium
252376,Jason Knight,2600000,5000,SUB,38,Not in team,Right,1,High,Medium
258264,Dominik Holec,1200000,500,SUB,77,Not in team,Right,1,Medium,Medium
221658,Ahmed Sharahili,1200000,12000,CB,20,Not in team,Left,1,Medium,Medium
233178,Mats Köhlert,1900000,4000,LW,11,Not in team,Left,1,Medium,High
234202,Ché Nunnely,1900000,4000,RW,7,Not in team,Right,1,High,Medium
227547,Dylan Saint-Louis,1400000,7000,SUB,95,Not in team,Right,1,High,Medium
228827,Jeando Fuchs,1700000,3000,CM,66,Not in team,Right,1,Medium,High
230363,Paulo Fred Mesqueira Serpa,750000,7000,LWB,15,Not in team,Left,1,Medium,Medium
244187,Arial Mendy,1500000,7000,SUB,15,Not in team,Left,1,Medium,High
179931,Cédric Avinel,400000,3000,CB,21,Not in team,Right,1,Low,High
190939,Sunil Chhetri,400000,1000,LM,11,Not in team,Right,1,High,Medium
209372,Mustafa Saymak,1200000,5000,CM,6,Not in team,Right,1,Medium,Medium
210140,Abdullah Al Mayoof,210000,11000,GK,1,Not in team,Right,1,Medium,Medium
216284,Florian Ballas,1200000,4000,SUB,6,Not in team,Right,1,Medium,Medium
234972,Yannick Gomis,1200000,5000,RM,13,Not in team,Right,1,Medium,Medium
263389,Metehan Mimaroğlu,1300000,8000,SUB,17,Not in team,Right,1,Medium,Low
169181,Kenneth Vermeer,130000,2000,SUB,25,Not in team,Right,2,Medium,Medium
173533,David Button,600000,12000,SUB,25,Not in team,Right,1,Medium,Medium
177373,Lasse Nielsen,575000,3000,SUB,24,Not in team,Right,1,Medium,Medium
216286,Jeppe Andersen,1200000,3000,CM,8,Not in team,Right,1,Medium,High
176094,Przemysław Tytoń,210000,3000,GK,22,Not in team,Right,2,Medium,Medium
216281,Mateo Sušić,1000000,6000,SUB,16,Not in team,Right,1,Medium,Medium
219771,Gabriel Augusto Xavier,1300000,3000,SUB,10,Not in team,Left,1,High,Low
241523,Marcus Forss,2700000,17000,SUB,9,Finland,Right,1,High,High
238040,Mats Knoester,2300000,3000,CB,13,Not in team,Left,1,Medium,Medium
252275,Nikola Šipčić,1600000,4000,CB,23,Not in team,Right,1,Medium,Medium
254067,Anderson Julio,1600000,7000,SUB,29,Not in team,Right,1,High,Low
194163,Jukka Raitala,775000,3000,SUB,22,Finland,Left,1,Medium,High
200820,Jordan Obita,1200000,4000,LWB,23,Not in team,Left,1,High,Medium
211060,Elson Ferreira de Souza,875000,2000,RES,18,Not in team,Right,1,High,Medium
221556,Omenuke Mfulu,1400000,4000,SUB,22,Not in team,Right,1,Low,High
225396,Branco Ampuero,1300000,5000,SUB,17,Not in team,Right,1,Medium,Medium
225652,George Pușcaș,1800000,12000,SUB,47,Not in team,Right,1,Medium,Medium
229748,Mayron George,1400000,7000,SUB,12,Not in team,Right,1,High,Low
235124,Sebastián Jurado,2300000,13000,SUB,33,Not in team,Right,1,Medium,Medium
235636,Mads Emil Madsen,1900000,500,SUB,21,Not in team,Left,1,High,Medium
239476,Sandro Ingolitsch,1700000,7000,RES,24,Not in team,Right,1,High,Medium
247668,Konan N'Dri,2600000,4000,LM,11,Not in team,Left,1,High,High
254068,Adolfo Muñoz,1900000,500,SUB,29,Not in team,Right,1,High,Medium
198517,Xavier Kouassi,850000,2000,CB,4,Not in team,Right,1,Medium,High
199384,Fabian Koch,825000,5000,RB,24,Not in team,Right,1,High,Medium
202968,Il-Lok Yun,1200000,5000,SUB,7,Not in team,Right,1,High,Medium
148696,Espen Ruud,275000,2000,RB,2,Not in team,Right,1,High,Medium
230872,Mile Svilar,2600000,3000,RES,1,Not in team,Right,1,Medium,Medium
236963,Roland Niczuly,1200000,3000,GK,33,Not in team,Right,1,Medium,Medium
201038,Marco Đuričin,1000000,8000,ST,92,Not in team,Right,1,High,Medium
231587,Luis Caicedo,1400000,3000,SUB,27,Not in team,Right,1,Medium,High
177564,Carlos Bellvís Llorens,230000,2000,LB,16,Not in team,Left,1,Medium,Medium
186781,Kenneth Kronholm,110000,1000,SUB,18,Not in team,Right,1,Medium,Medium
250781,Ferdinand Oswald,675000,3000,GK,25,Not in team,Right,1,Medium,Medium
230557,Alessio Da Cruz,1600000,10000,ST,9,Not in team,Right,1,High,Medium
222109,Chris Cadden,1300000,3000,SUB,27,Not in team,Right,1,High,High
204445,Michael Smith,700000,3000,RWB,2,Not in team,Right,1,Medium,High
262301,Antonio David Álvarez Rey,1200000,3000,SUB,7,Not in team,Right,1,High,Medium
261532,Andrew Teuten,2200000,500,LB,27,Not in team,Left,1,High,Medium
253596,Luis Torrico,325000,500,CB,2,Not in team,Right,1,Low,Medium
250780,David Gugganig,1900000,5000,SUB,4,Not in team,Left,1,Medium,Medium
243100,Shuai Li,1200000,5000,LB,4,Not in team,Right,1,High,Medium
242332,Gianluca Busio,2400000,4000,CM,27,Not in team,Right,1,Medium,Medium
164766,Lee Wallace,525000,6000,SUB,3,Not in team,Left,1,High,Medium
232860,Keigo Higashi,975000,4000,RM,10,Not in team,Right,1,High,Medium
222876,Jordan Smith,950000,12000,RES,12,Not in team,Left,1,Medium,Medium
251547,David Schnegg,2200000,6000,SUB,28,Not in team,Left,1,Medium,Medium
246683,Lucien Agoumé,2400000,14000,CDM,10,Not in team,Right,1,Medium,Medium
210843,Hassan Kadish,925000,8000,LB,14,Not in team,Left,1,Medium,Medium
216218,Lawrence Shankland,1300000,5000,SUB,17,Not in team,Right,1,High,Medium
263578,Alejandro Balde Martínez,2400000,1000,RES,31,Not in team,Left,1,High,Medium
235022,Niklas Schmidt,1600000,4000,CM,22,Not in team,Right,1,Low,Low
207887,Fabian Schnellhardt,1200000,6000,CDM,8,Not in team,Left,1,Medium,Medium
213007,Abdulfatah Aseri,1100000,12000,SUB,45,Not in team,Left,1,High,Medium
217502,Alexander Kofler,170000,5000,GK,31,Not in team,Right,1,Medium,Medium
235166,Mohanad Jeahze,1500000,2000,LM,5,Not in team,Left,1,High,Medium
225187,Pelle van Amersfoort,1300000,4000,CAM,10,Not in team,Right,1,Medium,High
236192,Claudio Ever Silbeiro Martins,1100000,6000,SUB,18,Not in team,Left,1,Medium,Medium
135587,Niki Mäenpää,110000,3000,GK,1,Not in team,Right,1,Medium,Medium
241570,Ulises Cardona,2300000,4000,SUB,13,Not in team,Left,1,Medium,Medium
239010,Julián Javier Delmás Germán,1200000,3000,RB,22,Not in team,Right,1,Medium,Medium
226210,Gustavo H. Ferrareis,1500000,3000,SUB,2,Not in team,Right,1,Medium,Medium
256161,Wellington Ramírez,2100000,500,GK,1,Not in team,Right,1,Medium,Medium
254881,Hayato Nakama,1000000,4000,SUB,33,Not in team,Right,1,High,Low
252577,João Diogo Fonseca Ferreira,2100000,3000,SUB,23,Not in team,Right,1,Medium,Medium
235425,Derrick Jones,1900000,2000,CM,21,Not in team,Left,1,High,High
222369,Eric Smith,1400000,5000,CDM,8,Not in team,Right,1,Medium,Medium
247200,Antonio Mance,1400000,4000,SUB,37,Not in team,Right,1,Medium,Medium
229536,Horacio Tijanovich,1300000,5000,SUB,18,Not in team,Right,1,Medium,Low
251806,Quinten Timber,2400000,4000,SUB,27,Not in team,Right,1,Medium,Medium
225440,Carlos Apna Embaló,1300000,5000,SUB,31,Not in team,Left,1,High,Low
159904,Edgardo Galudio,700000,700,SUB,99,Not in team,Right,1,Medium,Medium
251551,Anderson Niangbo,2300000,6000,SUB,15,Not in team,Right,1,Medium,Medium
236191,Enzio Leandro Julião Morrinhos,1100000,5000,SUB,27,Not in team,Right,1,Medium,Medium
230815,Osman Kakay,1400000,5000,SUB,2,Not in team,Right,1,High,Medium
221599,Ntsikelelo Nyauza,700000,500,RB,5,Not in team,Right,1,Medium,Medium
214175,Carlos Robles,875000,950,SUB,24,Not in team,Right,1,Medium,High
263583,Onur Ergün,900000,5000,CM,4,Not in team,Right,1,Medium,Medium
258718,Marko Ilic,1700000,3000,GK,31,Not in team,Right,1,Medium,Medium
252318,Raffael Behounek,1500000,3000,CB,30,Not in team,Right,1,Medium,Medium
230559,Maryan Shved,1500000,5000,RM,35,Not in team,Left,1,Medium,Low
237989,Sergiu Hanca,1000000,4000,RM,4,Not in team,Right,1,Medium,High
253347,Washington Corozo,1500000,5000,ST,31,Not in team,Right,1,High,Low
264201,Abdelkahar Kadri,2300000,4000,RES,18,Not in team,Right,1,Medium,Medium
234249,Sam Surridge,2300000,9000,ST,22,Not in team,Right,1,High,Medium
255753,Pedro Raul Garay da Silva,1500000,4000,RES,34,Not in team,Right,1,Medium,Low
260105,Radu Drăgușin,2300000,10000,SUB,99,Not in team,Right,1,Medium,High
263946,Prestige Mboungou,2200000,4000,RM,99,Not in team,Right,1,Medium,Medium
199946,Danilo Sousa Campos,850000,500,ST,99,Not in team,Right,1,Medium,Medium
210954,Facundo Parra,350000,500,SUB,17,Not in team,Right,1,High,Medium
215818,Emerson Hyndman,1400000,3000,SUB,20,Not in team,Right,1,High,Medium
238346,Hamza Mendyl,1400000,4000,SUB,27,Not in team,Left,1,High,Medium
244234,Aaron Opoku,2300000,5000,LW,30,Not in team,Right,1,High,Medium
246282,Salvador Ferrer Canals,1500000,5000,SUB,21,Not in team,Right,1,High,High
251914,Simón Moreno Barroso,2100000,3000,ST,11,Not in team,Right,1,High,Medium
215563,Radoslav Dimitrov,700000,5000,RB,88,Not in team,Right,1,Medium,Medium
189451,Ariel Nahuelpan,650000,500,SUB,37,Not in team,Left,1,High,Medium
262412,Loreintz Rosier,2200000,2000,CM,32,Not in team,Right,1,Medium,High
201484,Patrick McEleney,1000000,2000,SUB,11,Not in team,Right,1,Medium,Medium
206089,Cameron McGeehan,1300000,5000,SUB,8,Not in team,Right,1,Medium,Medium
255240,Alexis Doldán,1500000,3000,SUB,22,Not in team,Right,1,Medium,Medium
205068,Cristiano Pereira Figueiredo,675000,5000,SUB,23,Not in team,Right,1,Medium,Medium
254472,Noah Diliberto,2400000,1000,CM,8,Not in team,Right,1,Medium,Medium
215557,Denilson Pereira Junior,1400000,4000,ST,10,Not in team,Right,1,Medium,Medium
242181,Vivaldo Neto,1400000,5000,SUB,3,Not in team,Left,1,High,Medium
254725,Fernando Romero,2300000,500,RES,29,Not in team,Right,1,High,Low
259845,Mario Santilli,110000,500,GK,22,Not in team,Right,1,Medium,Medium
232454,Yasuhiro Hiraoka,275000,1000,SUB,13,Not in team,Right,1,Medium,Medium
244486,Mustafa Eskihellaç,1500000,5000,RM,7,Not in team,Right,1,Medium,Medium
208391,Richard Ofori,925000,2000,SUB,37,Not in team,Left,1,Medium,Medium
210439,Khalid Boutaïb,500000,4000,SUB,9,Not in team,Right,1,Medium,Low
222215,Petter Strand,1200000,2000,CM,9,Not in team,Right,1,High,High
229127,Jens Teunckens,1700000,2000,SUB,13,Not in team,Right,1,Medium,Medium
240903,Javier Pérez Mateo,1300000,3000,CDM,14,Not in team,Right,1,Medium,Medium
242183,David Otto,2300000,10000,ST,14,Not in team,Right,1,High,Medium
213512,Guðmundur Þórarinsson,900000,3000,LB,20,Not in team,Left,1,Medium,Medium
217096,Joe Lumley,1200000,7000,GK,1,Not in team,Right,1,Medium,Medium
241672,Marko Lešković,825000,1000,CB,31,Not in team,Right,1,Medium,Medium
204044,Martin Kobylański,1100000,3000,SUB,10,Not in team,Right,1,Medium,Low
240908,Fatih Aksoy,2100000,4000,CDM,20,Not in team,Right,1,Medium,High
142756,Patricio Toranzo,325000,3000,SUB,18,Not in team,Right,1,Medium,Medium
182207,David Stockdale,110000,2000,GK,13,Not in team,Right,1,Medium,Medium
264383,Olisa Ndah,2100000,500,SUB,33,Not in team,Right,1,Medium,Medium
243646,Benjamin Nygren,2200000,4000,SUB,8,Not in team,Left,1,Medium,Medium
238526,Kosei Tani,1900000,2000,GK,1,Not in team,Right,1,Medium,Medium
238270,August Erlingmark,1400000,2000,SUB,19,Not in team,Right,1,Low,High
238014,Roel Janssen,700000,4000,CB,4,Not in team,Left,1,Medium,High
237758,Ko Matsubara,1400000,4000,SUB,2,Not in team,Left,1,High,Medium
